Episode,Total_Reward,Avg_SINR,Avg_Detection_Rate_Episode,Steps,Epsilon_End_Episode
109,270.5482006072998,15.299948,81.81818181818183,11,0.9878020000000056
110,49.3206205368042,7.963116,100.0,4,0.987751333333339
111,379.9700117111206,7.8740134,85.71428571428571,21,0.9874853333333391
112,744.2771849632263,13.146267,72.97297297297297,37,0.9870166666666726
113,877.138644695282,18.378986,77.41935483870968,31,0.9866240000000062
114,34.0691499710083,14.730202,33.33333333333333,3,0.9865860000000062
115,262.2886800765991,19.723888,63.63636363636363,11,0.9864466666666729
116,139.0402603149414,12.274078,83.33333333333334,6,0.986370666666673
117,103.70281600952148,14.596481,66.66666666666666,6,0.986294666666673
118,203.2515059709549,11.810931,100.0,10,0.9861680000000064
119,-13.55502986907959,-16.121704,100.0,1,0.9861553333333397
120,276.2695803642273,11.674782,83.33333333333334,12,0.9860033333333398
121,-55.922874450683594,-25.999998,100.0,1,0.9859906666666731
122,-47.394622802734375,-21.596416,0.0,1,0.9859780000000065
123,18.13128089904785,2.214747,75.0,4,0.9859273333333398
124,-20.987760543823242,-21.7312,100.0,1,0.9859146666666732
125,129.9745693206787,11.848694,100.0,6,0.9858386666666732
126,320.5984125137329,11.663162,85.71428571428571,14,0.9856613333333399
127,322.6285047531128,18.814363,90.0,10,0.9855346666666733
128,423.518745303154,13.206309,75.0,20,0.9852813333333401
129,103.77332878112793,17.282576,75.0,4,0.9852306666666735
130,599.2636137008667,13.381248,74.07407407407408,27,0.9848886666666736
131,284.0558910369873,17.283484,88.88888888888889,9,0.9847746666666737
132,72.24156856536865,12.448268,42.857142857142854,7,0.9846860000000071
133,204.4331158399582,16.759003,66.66666666666666,9,0.9845720000000071
134,44.565457344055176,0.22094421,100.0,5,0.9845086666666738
135,1021.6190552711487,21.15043,85.71428571428571,28,0.9841540000000073
136,506.4051036834717,23.320955,91.66666666666666,12,0.9840020000000074
137,-12.385015487670898,-9.827206,100.0,2,0.983976666666674
138,72.82175946235657,10.512781,100.0,3,0.9839386666666741
139,-25.055408477783203,-24.17292,100.0,1,0.9839260000000074
140,-29.113920211791992,-25.999998,100.0,1,0.9839133333333407
141,-29.9488525390625,-25.999998,100.0,1,0.9839006666666741
142,29.63198232650757,8.79701,70.0,10,0.9837740000000075
143,26.32299566268921,-1.282238,100.0,3,0.9837360000000075
144,70.45496273040771,4.699522,87.5,8,0.9836346666666742
145,-13.914012908935547,-11.246889,100.0,2,0.9836093333333409
146,29.894054412841797,0.6934414,100.0,3,0.9835713333333409
147,-69.94441628456116,-7.698442,50.0,4,0.9835206666666743
148,143.57454872131348,13.525479,71.42857142857143,7,0.9834320000000076
149,261.90691328048706,17.197996,60.0,15,0.9832420000000077
150,-41.19550609588623,-10.696931,100.0,2,0.9832166666666744
151,130.73680686950684,17.62982,50.0,6,0.9831406666666744
152,186.62201929092407,10.935852,90.0,10,0.9830140000000078
153,98.43266868591309,16.0,75.0,4,0.9829633333333412
154,730.8140449523926,20.720467,89.47368421052632,19,0.9827226666666746
155,345.90538215637207,20.395514,57.14285714285714,14,0.9825453333333414
156,143.62236499786377,12.781164,71.42857142857143,7,0.9824566666666747
157,241.7306205034256,7.696575,80.0,20,0.9822033333333415
158,234.37553453445435,18.036695,66.66666666666666,9,0.9820893333333416
159,185.53552055358887,7.9242835,83.33333333333334,12,0.9819373333333417
160,129.52481842041016,15.469231,100.0,4,0.981886666666675
161,21.141146659851074,6.701693,42.857142857142854,7,0.9817980000000084
162,206.70083856582642,9.747943,81.25,16,0.9815953333333418
163,121.90277087688446,12.184118,100.0,5,0.9815320000000085
164,70.90015256404877,8.14486,66.66666666666666,6,0.9814560000000085
165,26.7046856880188,12.452227,50.0,2,0.9814306666666752
166,70.8407211303711,15.768362,60.0,5,0.9813673333333419
167,76.09304809570312,9.07407,66.66666666666666,6,0.981291333333342
168,48.09061145782471,10.699347,100.0,2,0.9812660000000086
169,95.71712875366211,15.525864,100.0,4,0.981215333333342
170,-44.65598487854004,-13.723272,50.0,2,0.9811900000000087
171,228.86469554901123,12.446752,90.0,10,0.9810633333333421
172,-13.204285621643066,-1.1235374,66.66666666666666,3,0.9810253333333421
173,-7.295589447021484,-12.560947,100.0,1,0.9810126666666754
174,374.9999532699585,17.591986,76.92307692307693,13,0.9808480000000088
175,475.2442126274109,17.858456,93.33333333333333,15,0.9806580000000089
176,133.6977585554123,17.534952,100.0,4,0.9806073333333423
177,77.1760082244873,7.008117,100.0,4,0.9805566666666756
178,-27.112781524658203,-25.999998,100.0,1,0.980544000000009
179,121.17044830322266,10.15834,66.66666666666666,12,0.980392000000009
180,433.909140586853,18.340132,78.94736842105263,19,0.9801513333333425
181,0.8070945739746094,2.000001,50.0,2,0.9801260000000092
182,89.32714986801147,14.912474,75.0,4,0.9800753333333425
183,-54.399227142333984,-23.44685,0.0,1,0.9800626666666759
184,32.31588077545166,7.507902,66.66666666666666,3,0.9800246666666759
185,172.31398367881775,13.64606,100.0,6,0.9799486666666759
186,157.62599182128906,17.375229,66.66666666666666,6,0.9798726666666759
187,-17.890421867370605,-3.5005996,66.66666666666666,3,0.979834666666676
188,1583.2247304916382,21.64615,66.0,50,0.9792013333333429
189,121.34896469116211,11.999517,54.54545454545454,11,0.9790620000000096
190,77.2144546508789,11.611972,60.0,5,0.9789986666666763
191,-62.19914436340332,1.8213749,53.84615384615385,13,0.9788340000000098
192,86.07069778442383,11.426056,57.14285714285714,7,0.9787453333333431
193,126.41785717010498,5.0020967,70.0,20,0.9784920000000099
194,54.63703918457031,11.333333,66.66666666666666,3,0.9784540000000099
195,8.7999849319458,5.597693,50.0,8,0.9783526666666766
196,370.38600158691406,15.271268,63.1578947368421,19,0.9781120000000101
197,-2.285423517227173,-8.157693,100.0,1,0.9780993333333434
198,381.7959990501404,12.088216,75.86206896551724,29,0.9777320000000103
199,267.6408336162567,11.206768,91.66666666666666,12,0.9775800000000103
200,1103.7060551643372,11.347771,86.0,50,0.9769466666666773
201,-19.294649124145508,-20.58976,100.0,1,0.9769340000000106
202,433.2667889595032,11.847386,60.60606060606061,33,0.9765160000000108
203,14.189338684082031,11.461288,25.0,4,0.9764653333333442
204,30.5396728515625,7.543522,100.0,3,0.9764273333333442
205,411.7640161514282,19.816853,56.25,16,0.9762246666666776
206,80.57289505004883,8.712169,80.0,5,0.9761613333333443
207,88.56695747375488,7.9038777,100.0,4,0.9761106666666777
208,81.06725239753723,7.749504,83.33333333333334,6,0.9760346666666777
209,6.480876922607422,5.0592933,75.0,4,0.9759840000000111
210,23.94729995727539,5.8325343,100.0,3,0.9759460000000111
211,-8.513760566711426,-10.659617,100.0,1,0.9759333333333444
212,16.471401691436768,-4.1204443,100.0,4,0.9758826666666778
213,-3.096952438354492,2.000001,50.0,2,0.9758573333333445
214,169.74578666687012,13.5065,100.0,6,0.9757813333333445
215,402.46859645843506,16.583443,92.85714285714286,14,0.9756040000000112
216,355.63195037841797,21.679024,69.23076923076923,13,0.9754393333333446
217,-25.132201194763184,-5.4380436,66.66666666666666,3,0.9754013333333447
218,315.8775682449341,18.432243,80.0,10,0.9752746666666781
219,0.6802144050598145,-5.8000317,100.0,1,0.9752620000000114
220,919.5387187004089,11.757448,80.95238095238095,42,0.9747300000000116
221,10.075971603393555,-3.7015953,100.0,2,0.9747046666666783
222,40.463809967041016,2.3598092,100.0,3,0.9746666666666783
223,-33.6341667175293,-8.361919,66.66666666666666,3,0.9746286666666784
224,-54.81974792480469,-23.406435,0.0,1,0.9746160000000117
225,-14.236443519592285,-3.3508842,80.0,5,0.9745526666666784
226,101.12001419067383,12.800079,50.0,8,0.9744513333333451
227,47.38070774078369,7.8761954,75.0,4,0.9744006666666785
228,162.94669151306152,11.490977,88.88888888888889,9,0.9742866666666785
229,1217.9602870941162,17.321875,80.0,50,0.9736533333333455
230,918.4207448959351,18.361967,81.08108108108108,37,0.973184666666679
231,90.87236022949219,11.808891,80.0,5,0.9731213333333457
232,-0.8994760513305664,-0.9563977,83.33333333333334,6,0.9730453333333458
233,-33.00795316696167,-17.579912,100.0,2,0.9730200000000124
234,764.5943245887756,13.307104,79.41176470588235,34,0.972589333333346
235,242.90793323516846,16.704021,50.0,14,0.9724120000000127
236,95.54441356658936,9.990245,100.0,7,0.9723233333333461
237,42.5134881734848,8.771437,100.0,2,0.9722980000000128
238,48.45319092273712,10.827958,100.0,2,0.9722726666666794
239,63.0227427482605,10.583334,75.0,4,0.9722220000000128
240,638.804690361023,11.700342,79.3103448275862,29,0.9718546666666796
241,6.415690898895264,1.0052943,75.0,4,0.971804000000013
242,-35.931793212890625,-7.5797887,50.0,2,0.9717786666666797
243,110.36121797561646,10.591849,83.33333333333334,6,0.9717026666666797
244,143.15505123138428,17.98909,80.0,5,0.9716393333333464
245,1194.5162496566772,19.560957,78.94736842105263,38,0.9711580000000133
246,10.290586471557617,-1.0901427,100.0,2,0.97113266666668
247,139.72669792175293,10.352832,100.0,6,0.97105666666668
248,46.150726437568665,9.794571,66.66666666666666,6,0.97098066666668
249,114.68665790557861,3.3521888,100.0,7,0.9708920000000134
250,75.54609203338623,2.8588986,87.5,8,0.9707906666666801
251,733.4145240783691,19.703238,85.71428571428571,21,0.9705246666666802
252,332.4230737686157,9.241412,73.91304347826086,23,0.970233333333347
253,149.82495260238647,19.70546,100.0,4,0.9701826666666804
254,121.78371620178223,10.537368,83.33333333333334,6,0.9701066666666804
255,91.47281742095947,14.781608,100.0,3,0.9700686666666805
256,-22.487071990966797,-21.950909,100.0,1,0.9700560000000138
257,30.297598481178284,2.2298512,100.0,5,0.9699926666666805
258,267.3343906402588,13.021126,89.47368421052632,19,0.9697520000000139
259,114.74116945266724,8.941886,85.71428571428571,7,0.9696633333333473
260,84.26985454559326,8.454768,83.33333333333334,6,0.9695873333333473
261,-53.999996185302734,-25.999998,0.0,1,0.9695746666666807
262,33.001030921936035,10.4973345,83.33333333333334,6,0.9694986666666807
263,167.08339500427246,16.356749,100.0,7,0.9694100000000141
264,204.38506019115448,9.246243,100.0,9,0.9692960000000141
265,72.90546798706055,7.539761,71.42857142857143,7,0.9692073333333475
266,589.647349357605,12.7765045,66.66666666666666,33,0.9687893333333477
267,-30.044336318969727,-25.999998,100.0,1,0.968776666666681
268,622.1126861572266,21.636566,87.5,16,0.9685740000000145
269,-41.37148094177246,-9.274576,50.0,2,0.9685486666666812
270,110.90899467468262,17.40136,75.0,4,0.9684980000000145
271,270.7762641906738,19.093464,100.0,7,0.9684093333333479
272,291.4464645385742,14.237853,54.166666666666664,24,0.968105333333348
273,77.58389794826508,9.709186,66.66666666666666,6,0.9680293333333481
274,-1.8330764770507812,2.000001,50.0,2,0.9680040000000147
275,-53.999996185302734,-25.999998,100.0,1,0.9679913333333481
276,-27.848476886749268,-4.896654,50.0,2,0.9679660000000148
277,161.67112159729004,10.177385,61.53846153846154,13,0.9678013333333482
278,47.99958610534668,5.4679813,75.0,4,0.9677506666666815
279,103.62074089050293,11.626144,100.0,4,0.9677000000000149
280,327.6182379722595,16.212688,83.33333333333334,12,0.967548000000015
281,0.5604629516601562,4.182584,50.0,2,0.9675226666666816
282,533.3942375183105,18.187006,88.23529411764706,17,0.9673073333333484
283,228.31293439865112,13.421932,81.81818181818183,11,0.9671680000000151
284,115.35305166244507,9.875161,71.42857142857143,7,0.9670793333333485
285,145.87320137023926,7.76702,100.0,7,0.9669906666666819
286,386.53206849098206,13.670871,80.0,20,0.9667373333333487
287,140.8104648590088,19.285961,60.0,5,0.9666740000000154
288,106.40339851379395,11.145779,66.66666666666666,9,0.9665600000000154
289,243.01915073394775,13.81326,75.0,12,0.9664080000000155
290,441.12249183654785,19.231806,91.66666666666666,12,0.9662560000000155
291,240.87964153289795,13.361827,69.23076923076923,13,0.966091333333349
292,1211.1204090118408,21.902782,77.14285714285715,35,0.9656480000000158
293,-2.754664182662964,-8.70404,100.0,1,0.9656353333333492
294,-20.294740676879883,-20.10222,100.0,1,0.9656226666666825
295,327.0021185874939,17.128845,90.9090909090909,11,0.9654833333333492
296,158.55487155914307,6.4473906,90.0,10,0.9653566666666826
297,625.7289805412292,8.446354,81.57894736842105,38,0.9648753333333495
298,167.49112033843994,11.974287,87.5,8,0.9647740000000162
299,-51.14173889160156,-24.094494,0.0,1,0.9647613333333496
300,115.24646425247192,11.997136,71.42857142857143,7,0.9646726666666829
301,121.5915732383728,8.883968,90.0,10,0.9645460000000163
302,257.70596170425415,13.953144,100.0,9,0.9644320000000164
303,29.53317356109619,10.495067,70.0,10,0.9643053333333498
304,164.82345962524414,14.496153,62.5,8,0.9642040000000165
305,198.60528755187988,20.2479,83.33333333333334,6,0.9641280000000165
306,-19.665504455566406,-20.4542,100.0,1,0.9641153333333499
307,-24.909332275390625,-23.316431,100.0,1,0.9641026666666832
308,0.33997344970703125,-6.5461287,100.0,1,0.9640900000000165
309,76.02780675888062,9.620852,57.14285714285714,7,0.9640013333333499
310,17.229100227355957,-2.4440088,100.0,3,0.9639633333333499
311,305.5720329284668,13.174119,87.5,16,0.9637606666666834
312,-21.63877296447754,-4.0080924,66.66666666666666,3,0.9637226666666834
313,827.9919924736023,18.619127,87.5,24,0.9634186666666835
314,419.96840715408325,13.348962,83.33333333333334,18,0.9631906666666836
315,74.91453278064728,3.9473047,100.0,9,0.9630766666666837
316,113.91592025756836,12.475685,80.0,5,0.9630133333333504
317,417.5084800720215,20.125246,100.0,11,0.9628740000000171
318,131.90867686271667,14.722224,75.0,8,0.9627726666666838
319,238.96342647075653,11.830533,75.0,12,0.9626206666666839
320,513.6174592971802,10.930478,84.0,25,0.9623040000000174
321,306.2228960990906,10.501456,85.71428571428571,14,0.9621266666666841
322,185.26966667175293,12.668301,75.0,8,0.9620253333333508
323,37.440542221069336,6.8878465,60.0,5,0.9619620000000175
324,22.337539434432983,2.5353818,100.0,2,0.9619366666666842
325,316.9478950500488,17.919186,80.0,10,0.9618100000000176
326,320.5111516714096,8.126697,80.0,20,0.9615566666666844
327,-79.81959772109985,2.7955348,58.333333333333336,12,0.9614046666666844
328,341.56204319000244,16.789537,90.9090909090909,11,0.9612653333333512
329,52.05777072906494,8.981554,80.0,5,0.9612020000000179
330,-5.661106109619141,-1.01899,75.0,4,0.9611513333333512
331,-26.499996185302734,2.000001,0.0,2,0.9611260000000179
332,19.478952884674072,5.248141,61.53846153846154,13,0.9609613333333513
333,47.35540008544922,10.7198105,100.0,3,0.9609233333333513
334,-54.177833557128906,-24.825964,100.0,1,0.9609106666666847
335,78.78302383422852,11.296512,100.0,3,0.9608726666666847
336,-53.999996185302734,-25.999998,0.0,1,0.960860000000018
337,179.30659580230713,10.288208,64.28571428571429,14,0.9606826666666848
338,-31.02170181274414,-25.999998,100.0,1,0.9606700000000181
339,57.30408763885498,7.5910506,66.66666666666666,6,0.9605940000000182
340,-21.17078399658203,-19.535471,100.0,1,0.9605813333333515
341,-27.71333885192871,-25.999998,100.0,1,0.9605686666666848
342,7.345708847045898,4.46788,90.9090909090909,11,0.9604293333333516
343,96.22048854827881,5.5032425,100.0,6,0.9603533333333516
344,107.36145401000977,14.885267,60.0,5,0.9602900000000183
345,464.9142999649048,12.007284,85.0,20,0.9600366666666851
346,304.7116870880127,7.212722,76.19047619047619,21,0.9597706666666852
347,-0.16952133178710938,2.000001,50.0,2,0.9597453333333519
348,-21.164623260498047,-20.385637,100.0,1,0.9597326666666852
349,48.257516860961914,7.729043,75.0,4,0.9596820000000186
350,49.49078845977783,2.6321528,83.33333333333334,6,0.9596060000000186
351,336.7301254272461,17.839867,81.81818181818183,11,0.9594666666666853
352,-27.04725456237793,-25.999998,100.0,1,0.9594540000000187
353,-27.65974998474121,-25.999998,100.0,1,0.959441333333352
354,827.2203502655029,18.47416,72.41379310344827,29,0.9590740000000189
355,23.56968915462494,3.1086602,100.0,4,0.9590233333333522
356,421.329571723938,15.917686,76.47058823529412,17,0.958808000000019
357,253.08193969726562,16.103285,77.77777777777779,9,0.958694000000019
358,-8.628121852874756,0.340062,71.42857142857143,7,0.9586053333333524
359,47.67746925354004,6.751971,100.0,6,0.9585293333333524
360,11.59044361114502,5.7625947,66.66666666666666,3,0.9584913333333525
361,28.142520904541016,3.3772511,75.0,4,0.9584406666666858
362,20.51181983947754,0.98206615,100.0,2,0.9584153333333525
363,-0.5351126790046692,-9.098825,100.0,1,0.9584026666666858
364,-8.036432266235352,1.0413113,100.0,2,0.9583773333333525
365,3.7983689308166504,-5.017723,100.0,1,0.9583646666666858
366,-44.301411628723145,-17.550188,100.0,3,0.9583266666666859
367,403.77487564086914,8.253019,95.0,20,0.9580733333333527
368,202.19751000404358,17.179049,100.0,6,0.9579973333333527
369,89.00584650039673,9.053291,100.0,4,0.957946666666686
370,62.94651412963867,16.159756,20.0,5,0.9578833333333527
371,14.607708930969238,4.145827,66.66666666666666,3,0.9578453333333528
372,-55.8732795715332,-25.999998,100.0,1,0.9578326666666861
373,123.4674186706543,14.597063,100.0,4,0.9577820000000195
374,314.2279763221741,20.031385,73.33333333333333,15,0.9575920000000195
375,811.9566986560822,15.404854,77.41935483870968,31,0.957199333333353
376,-28.511459350585938,-25.999998,100.0,1,0.9571866666666864
377,-43.49629068374634,-3.504024,75.0,4,0.9571360000000197
378,341.643027305603,17.67529,69.23076923076923,13,0.9569713333333532
379,-60.78440856933594,2.5620792,60.0,5,0.9569080000000199
380,204.93205642700195,13.360783,77.77777777777779,9,0.9567940000000199
381,867.2687931060791,19.263506,82.35294117647058,34,0.9563633333333534
382,-9.033729553222656,4.101354,62.5,8,0.9562620000000202
383,569.9583203792572,15.550815,95.23809523809523,21,0.9559960000000203
384,48.13576316833496,5.82922,83.33333333333334,6,0.9559200000000203
385,354.06567192077637,21.868744,72.72727272727273,11,0.955780666666687
386,39.771164894104004,2.9956143,80.0,5,0.9557173333333537
387,85.00682497024536,4.761565,85.71428571428571,7,0.9556286666666871
388,30.632946014404297,2.4209766,100.0,3,0.9555906666666871
389,75.21973609924316,16.0,50.0,4,0.9555400000000205
390,-47.81715393066406,1.6315792,40.0,5,0.9554766666666872
391,77.36409187316895,7.512524,100.0,4,0.9554260000000205
392,-30.087051391601562,-25.999998,100.0,1,0.9554133333333539
393,-28.28709602355957,-25.999998,100.0,1,0.9554006666666872
394,10.3872709274292,6.8801017,42.857142857142854,7,0.9553120000000206
395,440.7639980316162,11.4716835,100.0,16,0.955109333333354
396,13.60455322265625,-2.3314018,100.0,2,0.9550840000000207
397,-26.343311309814453,-25.999998,100.0,1,0.955071333333354
398,-60.08004379272461,-18.916067,50.0,2,0.9550460000000207
399,-6.8869476318359375,-7.6222806,100.0,2,0.9550206666666874
400,-5.168893814086914,-0.105499744,100.0,4,0.9549700000000207
401,277.1248617172241,13.690302,71.42857142857143,14,0.9547926666666875
402,-24.610562324523926,-13.835072,100.0,2,0.9547673333333542
403,345.4816675186157,17.531382,83.33333333333334,12,0.9546153333333542
404,152.52216053009033,21.860886,50.0,6,0.9545393333333543
405,38.7760044336319,2.6991088,100.0,3,0.9545013333333543
406,300.6529607772827,13.252157,100.0,10,0.9543746666666877
407,-34.31364059448242,-8.3891735,50.0,2,0.9543493333333544
408,3.2213592529296875,5.0650325,80.0,5,0.9542860000000211
409,611.2849941253662,8.517186,100.0,27,0.9539440000000212
410,142.2879557609558,18.240541,80.0,5,0.9538806666666879
411,80.40581512451172,9.704592,80.0,5,0.9538173333333546
412,29.68770980834961,4.459129,100.0,2,0.9537920000000213
413,58.97509956359863,7.9742713,100.0,3,0.9537540000000213
414,16.78684115409851,10.991952,33.33333333333333,3,0.9537160000000213
415,212.85081386566162,11.144172,88.88888888888889,9,0.9536020000000214
416,404.4657850265503,14.684445,92.85714285714286,14,0.9534246666666881
417,-16.11076545715332,-16.89619,100.0,1,0.9534120000000215
418,39.80178451538086,6.5155873,75.0,4,0.9533613333333548
419,-19.441734313964844,-4.4212637,50.0,2,0.9533360000000215
420,260.3163775205612,13.827348,81.81818181818183,11,0.9531966666666882
421,-48.7510347366333,-4.801613,75.0,4,0.9531460000000216
422,131.8273901939392,9.384175,77.77777777777779,9,0.9530320000000216
423,18.313995361328125,-0.9472904,100.0,2,0.9530066666666883
424,205.36856269836426,15.9659815,100.0,6,0.9529306666666884
425,29.29492950439453,10.590984,62.5,8,0.9528293333333551
426,372.29497051239014,16.137125,66.66666666666666,15,0.9526393333333552
427,703.216968536377,22.16281,69.56521739130434,23,0.952348000000022
428,576.795093536377,11.128087,81.48148148148148,27,0.9520060000000221
429,41.429035663604736,3.0658274,100.0,3,0.9519680000000221
430,-10.453458786010742,-1.6712761,50.0,2,0.9519426666666888
431,-28.47999858856201,-5.2702518,100.0,2,0.9519173333333555
432,68.25477027893066,3.9020867,100.0,5,0.9518540000000222
433,170.83414840698242,17.029715,71.42857142857143,7,0.9517653333333556
