Episode,Step,True_Attacker_Range,Detection_Outcome,Detection_Confidence,ISAC_Effort,User_SINR,Current_Epsilon
18,2,41.476963,1,0.70616984,0.49999999999999994,27.870361,0.9982140000000008
18,3,41.653847,1,0.8142338,0.49999999999999994,-13.2974,0.9982013333333342
18,4,41.932014,1,0.6588436,0.49999999999999994,-13.2437,0.9981886666666675
18,5,41.871716,1,0.71010303,0.49999999999999994,-25.999998,0.9981760000000008
19,1,43.50442,1,0.7428262,0.7,-12.281269,0.9981633333333342
20,1,42.359634,1,0.82565266,0.7,-4.208006,0.9981506666666675
20,2,42.23192,1,0.84879816,0.8999999999999999,11.5983515,0.9981380000000009
20,3,42.229065,1,0.77695715,0.8999999999999999,-6.6468654,0.9981253333333342
20,4,42.406986,1,0.7489628,0.7,13.703371,0.9981126666666675
20,5,41.97491,1,0.83202785,0.7,15.56478,0.9981000000000009
20,6,41.770496,0,0.0,0.49999999999999994,17.5784,0.9980873333333342
20,7,41.80689,1,0.78379494,0.49999999999999994,22.300686,0.9980746666666676
20,8,41.994778,1,0.8432591,0.49999999999999994,13.187054,0.9980620000000009
20,9,42.20172,1,0.81850976,0.7,7.8081207,0.9980493333333342
20,10,42.202793,0,0.0,0.7,-2.72813,0.9980366666666676
20,11,42.14085,1,0.7664161,0.7,-13.685035,0.9980240000000009
20,12,42.14999,1,0.86412793,0.7,22.258999,0.9980113333333342
20,13,42.257286,1,0.75610405,0.7,-10.881607,0.9979986666666676
20,14,42.228355,1,0.98537475,0.7,7.066527,0.9979860000000009
20,15,42.447197,1,0.7441297,0.7,-6.372307,0.9979733333333343
20,16,42.31181,1,0.76238567,0.8999999999999999,6.6291947,0.9979606666666676
20,17,42.281956,0,0.0,0.7,11.406601,0.997948000000001
20,18,42.30003,1,0.8266023,0.7,29.187014,0.9979353333333343
20,19,42.22506,1,0.74401593,0.7,-7.8117847,0.9979226666666676
20,20,42.311466,1,0.80416673,0.7,-3.5089674,0.997910000000001
20,21,42.066494,1,0.7960768,0.8999999999999999,30.0,0.9978973333333343
20,22,42.075134,1,0.75630295,0.8999999999999999,-10.938349,0.9978846666666676
20,23,42.111645,1,0.87636983,1.0,-8.475672,0.997872000000001
20,24,41.9332,1,0.8203083,1.0,-21.554768,0.9978593333333343
21,1,36.335037,1,0.920742,0.7,0.17579372,0.9978466666666677
21,2,36.357426,0,0.0,0.49999999999999994,18.022232,0.997834000000001
21,3,36.02561,1,0.80344415,0.7,23.99626,0.9978213333333343
21,4,36.025673,1,0.83817035,0.7,6.1181383,0.9978086666666677
21,5,35.96139,1,0.7623301,0.49999999999999994,-10.722433,0.997796000000001
21,6,36.088097,1,0.88143206,0.49999999999999994,16.684406,0.9977833333333344
21,7,36.29692,1,0.8557006,0.7,15.598348,0.9977706666666677
21,8,36.291924,1,0.8229923,0.7,18.145483,0.997758000000001
21,9,36.098587,1,0.9318181,0.7,18.892008,0.9977453333333344
21,10,35.80503,1,0.8694677,0.7,18.593273,0.9977326666666677
21,11,35.806152,1,0.7936079,0.49999999999999994,5.749149,0.997720000000001
21,12,35.940575,1,0.9326846,0.3,21.160223,0.9977073333333344
21,13,36.069298,0,0.0,0.5,17.239594,0.9976946666666677
21,14,36.057472,1,0.9053503,0.5,-14.247939,0.9976820000000011
22,1,46.91621,1,0.75113904,0.7,-8.07343,0.9976693333333344
22,2,47.03658,1,0.71148175,0.7,24.904955,0.9976566666666677
22,3,47.301266,1,0.65158534,0.7,25.084677,0.9976440000000011
22,4,47.371975,1,0.69680214,0.7,30.0,0.9976313333333344
22,5,47.38399,1,0.7014305,0.7,23.96407,0.9976186666666678
22,6,47.317444,0,0.0,0.49999999999999994,23.19851,0.9976060000000011
22,7,47.10771,0,0.0,0.49999999999999994,29.534578,0.9975933333333344
22,8,47.06962,0,0.0,0.49999999999999994,30.0,0.9975806666666678
22,9,46.901833,1,0.7275013,0.3,30.0,0.9975680000000011
22,10,46.8178,1,0.76865125,0.3,30.0,0.9975553333333345
22,11,46.798096,0,0.0,0.3,30.0,0.9975426666666678
22,12,46.49473,1,0.7660809,0.3,-4.6960993,0.9975300000000011
22,13,46.350677,1,0.83908397,0.3,-4.4252577,0.9975173333333345
22,14,46.348022,1,0.79260397,0.3,2.4759655,0.9975046666666678
22,15,46.121788,1,0.8194151,0.5,2.9373412,0.9974920000000012
22,16,46.034027,1,0.84435844,0.5,-22.826025,0.9974793333333345
23,1,41.51595,1,0.86534935,0.49999999999999994,28.002836,0.9974666666666678
23,2,41.547085,1,0.71435106,0.3,-25.999998,0.9974540000000012
24,1,39.90195,1,0.8060797,0.7,-5.897608,0.9974413333333345
24,2,39.72707,1,0.82549703,0.7,8.111216,0.9974286666666679
24,3,39.73849,1,0.73593396,0.49999999999999994,30.0,0.9974160000000012
24,4,39.97377,1,0.87601316,0.7,-25.999998,0.9974033333333345
25,1,43.04307,1,0.78762865,0.7,30.0,0.9973906666666679
25,2,42.92397,1,0.8898821,0.49999999999999994,-23.352156,0.9973780000000012
26,1,35.92415,1,0.8532953,0.49999999999999994,16.9685,0.9973653333333345
26,2,35.91754,0,0.0,0.7,18.92861,0.9973526666666679
26,3,35.78472,1,0.8484725,0.8999999999999999,15.737209,0.9973400000000012
26,4,36.048386,1,0.9207213,0.8999999999999999,23.270584,0.9973273333333346
26,5,35.875156,1,0.89237547,1.0,25.572786,0.9973146666666679
26,6,36.194263,0,0.0,1.0,14.471717,0.9973020000000012
26,7,36.187447,1,0.8966772,1.0,22.735239,0.9972893333333346
26,8,36.423077,1,0.8938042,1.0,10.747117,0.9972766666666679
26,9,36.758717,1,0.76811993,0.8,13.460876,0.9972640000000013
26,10,36.4441,1,0.88851184,0.6000000000000001,-14.215681,0.9972513333333346
27,1,52.57892,1,0.72763747,0.8999999999999999,21.474516,0.9972386666666679
27,2,52.315784,1,0.80560726,0.8999999999999999,17.743107,0.9972260000000013
27,3,52.30478,0,0.0,0.8999999999999999,-17.253553,0.9972133333333346
27,4,51.842327,0,0.0,0.8999999999999999,19.73711,0.997200666666668
27,5,51.781693,0,0.0,0.8999999999999999,20.028578,0.9971880000000013
27,6,51.77799,1,0.67581636,1.0,22.767225,0.9971753333333346
27,7,51.96176,1,0.70253676,1.0,19.206484,0.997162666666668
27,8,51.721622,1,0.70405084,1.0,-25.999998,0.9971500000000013
28,1,35.028214,1,0.8458927,0.49999999999999994,27.423975,0.9971373333333347
28,2,35.117058,0,0.0,0.49999999999999994,26.167715,0.997124666666668
28,3,35.05881,1,0.8986524,0.49999999999999994,30.0,0.9971120000000013
28,4,35.155655,1,0.80211043,0.49999999999999994,30.0,0.9970993333333347
28,5,35.298107,0,0.0,0.49999999999999994,30.0,0.997086666666668
28,6,35.295677,1,0.81290793,0.49999999999999994,21.218662,0.9970740000000013
28,7,35.33532,0,0.0,0.7,23.707891,0.9970613333333347
28,8,35.353603,1,0.847413,0.8999999999999999,-5.4037876,0.997048666666668
28,9,35.33579,1,0.8497381,0.8999999999999999,29.424055,0.9970360000000014
28,10,35.378143,1,0.9153228,0.7,-18.250814,0.9970233333333347
28,11,35.455402,1,0.69281495,0.49999999999999994,11.251911,0.997010666666668
28,12,35.454998,1,0.76733756,0.49999999999999994,-11.902093,0.9969980000000014
28,13,35.172134,1,0.8293059,0.3,23.35335,0.9969853333333347
28,14,34.933243,1,0.82868695,0.3,-25.999998,0.9969726666666681
29,1,48.795666,1,0.8040216,0.7,-25.999998,0.9969600000000014
30,1,55.052704,0,0.0,0.7,26.852007,0.9969473333333347
30,2,54.70323,1,0.7890219,0.49999999999999994,-6.610503,0.9969346666666681
30,3,55.0021,1,0.6860858,0.3,3.34358,0.9969220000000014
30,4,54.97404,0,0.0,0.3,11.132465,0.9969093333333348
30,5,54.527092,1,0.7599877,0.5,17.34703,0.9968966666666681
30,6,54.833656,1,0.7240423,0.5,18.871672,0.9968840000000014
30,7,54.899662,1,0.7510397,0.3,12.649279,0.9968713333333348
30,8,54.75033,1,0.7982122,0.3,18.023188,0.9968586666666681
30,9,55.131287,1,0.6679208,0.3,8.468537,0.9968460000000015
30,10,55.360794,1,0.713675,0.3,12.270208,0.9968333333333348
30,11,55.304783,0,0.0,0.3,10.151169,0.9968206666666681
30,12,55.104523,0,0.0,0.3,16.848776,0.9968080000000015
30,13,55.27146,1,0.6365688,0.3,-22.001963,0.9967953333333348
31,1,33.712894,1,0.91717714,0.8999999999999999,0.31090558,0.9967826666666681
31,2,33.934258,1,0.8693924,0.8999999999999999,-25.999998,0.9967700000000015
32,1,44.50596,1,0.7807007,0.49999999999999994,-25.380173,0.9967573333333348
33,1,47.872036,1,0.7881882,0.8999999999999999,26.984934,0.9967446666666682
33,2,47.415375,0,0.0,0.8999999999999999,22.928331,0.9967320000000015
33,3,47.46566,1,0.77934474,0.8999999999999999,12.991717,0.9967193333333348
33,4,47.3848,0,0.0,0.8999999999999999,-0.7776051,0.9967066666666682
33,5,47.42807,0,0.0,0.8999999999999999,7.537105,0.9966940000000015
33,6,47.453735,0,0.0,0.8999999999999999,17.576971,0.9966813333333349
33,7,47.395866,0,0.0,1.0,19.905775,0.9966686666666682
33,8,47.44544,1,0.7315143,1.0,29.182398,0.9966560000000015
33,9,47.141426,1,0.745997,1.0,-4.816527,0.9966433333333349
33,10,47.28695,1,0.7678642,1.0,-10.988178,0.9966306666666682
34,1,47.268764,0,0.0,0.7,30.0,0.9966180000000016
34,2,47.162346,1,0.723469,0.7,30.0,0.9966053333333349
34,3,47.481396,1,0.7963863,0.7,30.0,0.9965926666666682
34,4,47.549026,1,0.6847343,0.49999999999999994,24.088873,0.9965800000000016
34,5,47.399807,1,0.6333424,0.49999999999999994,30.0,0.9965673333333349
34,6,47.41125,1,0.69870627,0.49999999999999994,-8.231741,0.9965546666666683
34,7,47.375145,1,0.75519204,0.49999999999999994,11.938195,0.9965420000000016
34,8,47.369156,1,0.86823994,0.49999999999999994,1.3476653,0.9965293333333349
34,9,47.50345,1,0.6791586,0.49999999999999994,12.865705,0.9965166666666683
34,10,47.44188,1,0.72556925,0.7,8.18942,0.9965040000000016
34,11,47.33202,1,0.7730288,0.49999999999999994,-3.6627812,0.996491333333335
34,12,47.31408,1,0.7954917,0.49999999999999994,9.25253,0.9964786666666683
34,13,47.31387,0,0.0,0.7,2.1464412,0.9964660000000016
34,14,47.371017,1,0.82518643,0.8999999999999999,13.317661,0.996453333333335
34,15,46.931507,1,0.77795804,1.0,-3.7793226,0.9964406666666683
34,16,46.930042,1,0.76563364,1.0,14.392817,0.9964280000000016
34,17,46.849815,1,0.7983456,1.0,6.9801188,0.996415333333335
34,18,46.76273,1,0.7972139,0.8,15.804443,0.9964026666666683
34,19,46.882652,1,0.7487461,0.8,-2.3969162,0.9963900000000017
34,20,46.795387,1,0.81551063,0.8,-5.563645,0.996377333333335
34,21,46.538628,0,0.0,0.6000000000000001,-4.587856,0.9963646666666683
34,22,46.921528,0,0.0,0.6000000000000001,18.911928,0.9963520000000017
34,23,47.09837,0,0.0,0.6000000000000001,15.313188,0.996339333333335
34,24,46.95622,1,0.7888763,0.6000000000000001,15.152724,0.9963266666666684
34,25,46.62905,1,0.6998633,0.6000000000000001,-9.171374,0.9963140000000017
34,26,46.2995,1,0.8209532,0.4000000000000001,-7.8332925,0.996301333333335
34,27,46.280495,1,0.7422077,0.4000000000000001,4.4463797,0.9962886666666684
34,28,46.535454,1,0.7317973,0.4000000000000001,25.154196,0.9962760000000017
34,29,46.624756,1,0.87070763,0.3,-15.787741,0.996263333333335
34,30,46.574387,1,0.7621845,0.3,0.8407733,0.9962506666666684
34,31,46.473072,1,0.7440617,0.3,29.771124,0.9962380000000017
34,32,46.60093,0,0.0,0.3,20.383547,0.9962253333333351
34,33,46.64038,1,0.81813085,0.5,-22.78135,0.9962126666666684
35,1,35.906574,1,0.91981584,0.8999999999999999,12.564324,0.9962000000000018
35,2,36.056767,0,0.0,1.0,20.131002,0.9961873333333351
35,3,36.017883,0,0.0,1.0,28.229998,0.9961746666666684
35,4,36.443996,1,0.90677273,1.0,30.0,0.9961620000000018
35,5,36.54281,1,0.80780864,1.0,-13.916207,0.9961493333333351
36,1,42.10381,1,0.7863523,0.7,22.961302,0.9961366666666684
36,2,42.461586,0,0.0,0.49999999999999994,24.891094,0.9961240000000018
36,3,42.09387,1,0.87023705,0.7,14.229915,0.9961113333333351
36,4,41.918354,1,0.84984136,0.49999999999999994,4.8918605,0.9960986666666685
36,5,41.906948,1,0.759231,0.49999999999999994,21.583813,0.9960860000000018
36,6,42.160915,1,0.7815629,0.49999999999999994,-25.999998,0.9960733333333351
37,1,54.138294,1,0.6832721,0.49999999999999994,5.8238606,0.9960606666666685
37,2,53.826355,1,0.6598938,0.49999999999999994,11.126267,0.9960480000000018
37,3,53.44255,0,0.0,0.49999999999999994,6.175413,0.9960353333333352
37,4,53.371258,0,0.0,0.7,-2.3536508,0.9960226666666685
37,5,53.49743,1,0.6703639,0.7,20.349285,0.9960100000000018
37,6,53.792793,1,0.76186234,0.49999999999999994,-25.999998,0.9959973333333352
38,1,44.253506,1,0.8933812,0.7,22.897804,0.9959846666666685
38,2,44.289814,1,0.7598721,0.8999999999999999,20.020267,0.9959720000000019
38,3,44.197945,1,0.7626693,0.8999999999999999,27.579062,0.9959593333333352
38,4,44.57043,1,0.72326285,0.8999999999999999,-25.999998,0.9959466666666685
39,1,38.997177,1,0.88428146,0.8999999999999999,12.819379,0.9959340000000019
39,2,39.224133,1,0.92981404,1.0,-2.9979389,0.9959213333333352
39,3,39.211098,1,0.8602627,1.0,22.963802,0.9959086666666686
39,4,39.34713,0,0.0,0.8,-5.8671274,0.9958960000000019
39,5,39.490086,1,0.8816091,0.6000000000000001,18.948702,0.9958833333333352
39,6,39.63252,1,0.75507647,0.4000000000000001,25.606651,0.9958706666666686
39,7,39.811756,1,0.87479436,0.4000000000000001,1.5833726,0.9958580000000019
39,8,39.647266,1,0.8470616,0.6000000000000001,26.968943,0.9958453333333352
39,9,39.72714,1,0.8222694,0.6000000000000001,-14.736371,0.9958326666666686
39,10,39.94191,1,0.7917066,0.6000000000000001,26.271955,0.9958200000000019
39,11,39.779118,1,0.80796885,0.8,23.928944,0.9958073333333353
39,12,39.44991,0,0.0,0.8,25.003403,0.9957946666666686
39,13,39.40476,1,0.7977181,0.6000000000000001,20.262371,0.9957820000000019
39,14,39.476337,1,0.7376776,0.6000000000000001,-10.017474,0.9957693333333353
40,1,46.759293,1,0.86633694,0.7,-25.999998,0.9957566666666686
41,1,49.79973,1,0.63843834,0.8999999999999999,10.259998,0.995744000000002
41,2,49.70903,1,0.72854984,0.8999999999999999,27.981897,0.9957313333333353
41,3,49.919106,0,0.0,0.8999999999999999,30.0,0.9957186666666686
41,4,50.00961,1,0.696223,0.8999999999999999,29.277157,0.995706000000002
41,5,49.956703,1,0.83804953,0.8999999999999999,0.104285784,0.9956933333333353
41,6,50.16703,0,0.0,0.8999999999999999,29.364542,0.9956806666666687
41,7,50.156662,0,0.0,1.0,-13.608971,0.995668000000002
41,8,50.162148,0,0.0,1.0,-11.520522,0.9956553333333353
41,9,50.067844,0,0.0,1.0,29.696438,0.9956426666666687
41,10,49.793365,0,0.0,1.0,-2.2327046,0.995630000000002
41,11,49.770454,1,0.6915367,0.8,30.0,0.9956173333333354
41,12,49.643543,1,0.79439384,0.8,2.3017845,0.9956046666666687
41,13,49.451015,1,0.7671029,0.8,14.725722,0.995592000000002
41,14,49.754414,1,0.6895998,1.0,-20.966166,0.9955793333333354
42,1,42.238327,1,0.86440283,0.7,-3.1867726,0.9955666666666687
42,2,42.47037,1,0.7578414,0.7,-25.999998,0.995554000000002
43,1,40.48513,1,0.7899335,0.8999999999999999,6.6757617,0.9955413333333354
43,2,40.4858,1,0.79485404,0.7,9.074195,0.9955286666666687
43,3,40.85649,1,0.80066615,0.7,19.52953,0.9955160000000021
43,4,40.567856,1,0.7625856,0.49999999999999994,3.8584116,0.9955033333333354
43,5,40.712307,1,0.8100132,0.49999999999999994,28.721664,0.9954906666666687
43,6,41.135525,0,0.0,0.49999999999999994,8.08097,0.9954780000000021
43,7,40.934444,1,0.8932252,0.7,-4.549039,0.9954653333333354
43,8,41.37823,1,0.74670625,0.8999999999999999,10.160693,0.9954526666666688
43,9,41.490536,1,0.758603,0.8999999999999999,30.0,0.9954400000000021
43,10,41.67063,1,0.81342685,0.7,30.0,0.9954273333333354
43,11,41.839767,1,0.8954683,0.49999999999999994,25.54284,0.9954146666666688
43,12,41.48846,0,0.0,0.7,26.018858,0.9954020000000021
43,13,41.408916,0,0.0,0.49999999999999994,-19.871208,0.9953893333333355
43,14,41.345345,1,0.85294396,0.49999999999999994,-25.747717,0.9953766666666688
44,1,36.059822,1,0.83330035,0.7,-25.999998,0.9953640000000021
45,1,38.07144,1,0.8010174,0.7,-6.867602,0.9953513333333355
46,1,43.770077,0,0.0,0.7,14.895611,0.9953386666666688
46,2,43.606083,1,0.77806926,0.7,-25.999998,0.9953260000000022
47,1,35.188293,1,0.9274088,0.7,2.4475706,0.9953133333333355
47,2,35.190693,1,0.8747795,0.7,14.275342,0.9953006666666688
47,3,35.01199,1,0.94821835,0.49999999999999994,15.341641,0.9952880000000022
47,4,35.102642,1,0.8042182,0.3,6.912328,0.9952753333333355
47,5,34.74662,1,0.8778923,0.3,-18.951014,0.9952626666666688
47,6,34.971577,0,0.0,0.5,-11.03735,0.9952500000000022
47,7,34.964115,1,0.9275321,0.5,9.555444,0.9952373333333355
47,8,35.01652,1,0.8879466,0.3,17.79886,0.9952246666666689
