Episode,Step,True_Attacker_Range,Detection_Outcome,Detection_Confidence,ISAC_Effort,User_SINR,Current_Epsilon
6,8,40.98231,1,1.0,0.8999999999999999,17.785595,0.9993126389722223
6,9,40.837902,0,0.0,0.7,0.11633885,0.9992958740691058
6,10,41.12963,1,0.77594066,0.7,8.0409355,0.9992791091659893
6,11,41.057037,1,0.9542597,0.8999999999999999,-2.6105974,0.9992623442628727
6,12,41.23951,1,0.97306687,0.8999999999999999,6.0784965,0.9992455793597562
6,13,41.395344,1,0.81710714,0.7,6.2206326,0.9992288144566397
6,14,41.434765,1,0.8115327,0.7,10.897841,0.9992120495535232
6,15,41.43499,0,0.0,0.49999999999999994,-9.780978,0.9991952846504066
6,16,41.495766,1,0.58410203,0.49999999999999994,4.9172187,0.9991785197472901
6,17,41.61248,0,0.0,0.3,7.2423644,0.9991617548441736
6,18,41.613087,0,0.0,0.3,-25.109179,0.999144989941057
7,1,42.88496,1,0.820001,0.7,14.391986,0.9991282250379405
7,2,43.067425,1,0.8220257,0.7,-26.0,0.999111460134824
8,1,37.1212,1,0.8426418,0.7,30.0,0.9990946952317075
8,2,36.868244,1,0.8628311,0.7,-26.0,0.9990779303285909
9,1,35.257187,1,0.8882479,0.7,23.788918,0.9990611654254744
9,2,35.127754,1,0.8548824,0.7,15.40452,0.9990444005223579
9,3,35.124508,1,0.86740947,0.7,1.0527151,0.9990276356192413
9,4,34.91918,1,0.91781694,0.8999999999999999,25.328913,0.9990108707161248
9,5,34.77418,1,0.94377416,0.8999999999999999,8.70468,0.9989941058130083
9,6,34.77008,1,1.0,1.0,28.030209,0.9989773409098918
9,7,34.733047,1,1.0,1.0,27.433891,0.9989605760067752
9,8,34.47631,1,1.0,1.0,30.0,0.9989438111036587
9,9,34.536686,1,1.0,1.0,30.0,0.9989270462005422
9,10,34.35153,1,1.0,1.0,29.891525,0.9989102812974257
9,11,34.21886,1,0.9275724,1.0,30.0,0.9988935163943091
9,12,34.26241,1,1.0,1.0,30.0,0.9988767514911926
9,13,34.11346,1,0.9318503,1.0,30.0,0.9988599865880761
9,14,34.11763,1,1.0,0.8,12.976643,0.9988432216849595
9,15,34.237606,1,0.99657935,0.8,30.0,0.998826456781843
9,16,34.226025,0,0.0,0.6000000000000001,30.0,0.9988096918787265
9,17,34.302788,1,0.73019844,0.6000000000000001,27.343761,0.99879292697561
9,18,34.13368,0,0.0,0.6000000000000001,22.053036,0.9987761620724934
9,19,34.187885,1,1.0,0.8,21.860336,0.9987593971693769
9,20,34.294575,1,1.0,1.0,15.996771,0.9987426322662604
9,21,34.19223,1,1.0,1.0,24.301426,0.9987258673631438
9,22,34.235817,1,0.9870174,0.8,7.2002816,0.9987091024600273
9,23,34.56951,1,1.0,0.8,0.856099,0.9986923375569108
9,24,34.271393,1,0.9811294,0.8,8.036745,0.9986755726537943
9,25,34.51429,1,1.0,0.8,14.659449,0.9986588077506777
9,26,34.51518,1,1.0,0.8,12.2286415,0.9986420428475612
9,27,34.52425,1,0.9783795,0.8,21.46374,0.9986252779444447
9,28,34.75306,1,1.0,0.8,25.113369,0.9986085130413281
9,29,34.35531,1,1.0,1.0,18.515244,0.9985917481382116
9,30,34.67963,1,0.93552727,1.0,27.302206,0.9985749832350951
9,31,34.537323,1,1.0,1.0,30.0,0.9985582183319786
9,32,34.54376,1,0.994608,1.0,28.418558,0.998541453428862
9,33,34.69404,1,1.0,0.8,30.0,0.9985246885257455
9,34,34.873775,1,1.0,0.8,10.350838,0.998507923622629
9,35,35.34256,1,0.94048625,0.8,-3.5891783,0.9984911587195124
9,36,35.3995,1,0.979592,1.0,17.514404,0.9984743938163959
9,37,35.675835,1,0.9382101,1.0,6.9450593,0.9984576289132794
9,38,35.860466,1,0.9867231,1.0,9.116355,0.9984408640101629
9,39,36.112846,1,1.0,1.0,3.146822,0.9984240991070463
9,40,35.98223,1,0.9698565,1.0,7.7890215,0.9984073342039298
9,41,36.38221,1,0.99380374,1.0,-4.7952323,0.9983905693008133
9,42,36.152874,1,1.0,1.0,15.44026,0.9983738043976967
9,43,36.433556,1,0.9711135,0.8,6.7270403,0.9983570394945802
9,44,36.724655,0,0.0,0.6000000000000001,19.901875,0.9983402745914637
9,45,36.954224,1,0.7066015,0.6000000000000001,-16.652855,0.9983235096883472
10,1,39.01396,0,0.0,0.49999999999999994,16.61934,0.9983067447852306
10,2,38.97277,1,0.8535353,0.7,30.0,0.9982899798821141
10,3,39.089428,0,0.0,0.49999999999999994,-4.091265,0.9982732149789976
10,4,39.207245,1,0.8081067,0.7,-14.323524,0.998256450075881
11,1,38.687065,1,0.88113594,0.7,29.296646,0.9982396851727645
11,2,38.62105,1,0.870051,0.7,-15.816293,0.998222920269648
12,1,36.98655,1,0.914011,0.7,30.0,0.9982061553665315
12,2,36.703312,0,0.0,0.49999999999999994,30.0,0.9981893904634149
12,3,36.5283,1,0.8347708,0.7,25.176426,0.9981726255602984
12,4,36.928856,1,0.9096233,0.7,21.82028,0.9981558606571819
12,5,37.114925,1,0.8056284,0.7,-16.540138,0.9981390957540653
13,1,34.092304,1,0.94650006,0.7,16.98145,0.9981223308509488
13,2,34.00888,1,0.92182165,0.7,30.0,0.9981055659478323
13,3,34.053314,1,0.83514005,0.7,30.0,0.9980888010447158
13,4,34.013294,1,0.98632544,0.8999999999999999,29.796566,0.9980720361415992
13,5,33.975166,1,0.87081903,0.7,30.0,0.9980552712384827
13,6,34.04546,1,0.8778008,0.7,30.0,0.9980385063353662
13,7,33.870335,1,1.0,0.8999999999999999,30.0,0.9980217414322496
13,8,33.89615,1,1.0,1.0,30.0,0.9980049765291331
13,9,33.86463,1,1.0,0.8,30.0,0.9979882116260166
13,10,33.788994,1,1.0,1.0,19.302105,0.9979714467229001
13,11,33.85119,1,0.97094256,0.8,-0.12678297,0.9979546818197835
13,12,33.665184,1,1.0,0.8,-15.653715,0.997937916916667
14,1,36.359745,1,0.53813726,0.49999999999999994,13.815783,0.9979211520135505
14,2,36.076374,1,0.6351078,0.49999999999999994,21.214712,0.9979043871104339
14,3,36.359848,1,0.53513366,0.49999999999999994,17.287899,0.9978876222073174
14,4,36.330353,0,0.42038384,0.3,18.835999,0.9978708573042009
14,5,36.43753,0,0.36641577,0.3,18.890516,0.9978540924010844
14,6,36.574722,0,0.34260947,0.3,23.000898,0.9978373274979678
14,7,36.58531,0,0.0,0.3,4.4221225,0.9978205625948513
14,8,36.145405,0,0.0,0.3,-26.0,0.9978037976917348
15,1,43.845325,1,0.97019386,0.8999999999999999,-9.152873,0.9977870327886182
15,2,43.679226,1,1.0,0.8999999999999999,-17.296043,0.9977702678855017
16,1,34.94277,1,0.99164385,0.8999999999999999,30.0,0.9977535029823852
16,2,34.750618,1,1.0,0.8999999999999999,-26.0,0.9977367380792687
17,1,52.397797,0,0.0,0.7,-15.211634,0.9977199731761521
18,1,46.83302,1,0.5458547,0.49999999999999994,30.0,0.9977032082730356
18,2,46.716946,0,0.0,0.49999999999999994,-14.405882,0.9976864433699191
19,1,43.52601,0,0.0,0.49999999999999994,30.0,0.9976696784668025
19,2,43.74642,1,0.5325898,0.49999999999999994,-12.333083,0.997652913563686
20,1,36.29918,1,0.8480708,0.7,14.330063,0.9976361486605695
20,2,36.75344,1,0.61808,0.49999999999999994,-26.0,0.997619383757453
21,1,46.088234,1,0.6157142,0.49999999999999994,30.0,0.9976026188543364
21,2,46.122555,0,0.0,0.49999999999999994,11.917911,0.9975858539512199
21,3,46.197723,1,0.53959316,0.49999999999999994,30.0,0.9975690890481034
21,4,46.163975,0,0.45498735,0.49999999999999994,30.0,0.9975523241449868
21,5,46.399937,0,0.0,0.49999999999999994,28.382082,0.9975355592418703
21,6,46.40141,0,0.0,0.3,30.0,0.9975187943387538
21,7,46.01199,0,0.0,0.3,21.758644,0.9975020294356373
21,8,45.833828,0,0.0,0.3,30.0,0.9974852645325207
21,9,45.6552,0,0.0,0.3,30.0,0.9974684996294042
21,10,45.414692,0,0.0,0.3,30.0,0.9974517347262877
21,11,45.419136,0,0.0,0.5,-4.1201,0.9974349698231711
21,12,45.19025,1,0.5848262,0.5,30.0,0.9974182049200546
21,13,45.293427,0,0.0,0.5,-22.390667,0.9974014400169381
22,1,37.793335,1,0.81292593,0.7,29.688578,0.9973846751138216
22,2,37.96024,1,0.8977185,0.7,30.0,0.997367910210705
22,3,37.88487,1,0.81803024,0.7,30.0,0.9973511453075885
22,4,37.975506,1,0.87440115,0.7,3.135569,0.997334380404472
22,5,37.60344,1,0.931146,0.7,30.0,0.9973176155013554
22,6,38.078503,1,0.5924622,0.49999999999999994,30.0,0.9973008505982389
22,7,38.245552,0,0.0,0.49999999999999994,30.0,0.9972840856951224
22,8,38.019196,1,0.51343215,0.49999999999999994,24.214813,0.9972673207920059
22,9,37.854645,1,0.8204607,0.7,17.783646,0.9972505558888893
22,10,37.900425,1,0.9201106,0.7,-26.0,0.9972337909857728
23,1,43.942043,0,0.0,0.49999999999999994,-16.495056,0.9972170260826563
24,1,42.502293,1,0.7314109,0.7,29.74015,0.9972002611795397
24,2,42.178314,1,0.84138834,0.7,30.0,0.9971834962764232
24,3,42.21591,1,1.0,0.8999999999999999,29.220259,0.9971667313733067
24,4,42.412064,1,0.78613865,0.7,-11.417442,0.9971499664701902
25,1,48.144695,1,0.7367942,0.7,25.827894,0.9971332015670736
25,2,48.14173,1,0.7956204,0.7,22.524113,0.9971164366639571
25,3,47.74298,0,0.0,0.49999999999999994,26.238064,0.9970996717608406
25,4,47.714417,0,0.0,0.3,-24.498415,0.997082906857724
26,1,48.660774,1,0.9635043,0.8999999999999999,30.0,0.9970661419546075
26,2,48.184185,1,0.9572527,0.8999999999999999,30.0,0.997049377051491
26,3,48.220764,1,0.80570644,0.7,30.0,0.9970326121483745
26,4,48.128906,1,0.7743035,0.7,28.644802,0.9970158472452579
26,5,47.988113,1,0.83155435,0.7,23.920214,0.9969990823421414
26,6,47.925274,1,0.9753105,0.8999999999999999,30.0,0.9969823174390249
26,7,47.926853,1,0.97455007,0.8999999999999999,-0.72051436,0.9969655525359084
26,8,47.723713,1,0.9325245,1.0,-26.0,0.9969487876327918
27,1,53.808865,0,0.0,0.49999999999999994,30.0,0.9969320227296753
27,2,53.651466,1,0.6482699,0.7,30.0,0.9969152578265588
27,3,53.63274,0,0.0,0.7,2.1096303,0.9968984929234422
27,4,53.563538,1,0.7123715,0.7,22.075329,0.9968817280203257
27,5,53.188248,1,0.69725513,0.7,30.0,0.9968649631172092
27,6,53.18915,1,0.7568103,0.7,30.0,0.9968481982140927
27,7,53.453907,0,0.0,0.7,20.186464,0.9968314333109761
27,8,53.071365,0,0.0,0.7,-1.1847265,0.9968146684078596
27,9,53.21334,0,0.0,0.49999999999999994,12.530663,0.9967979035047431
27,10,53.406418,0,0.0,0.3,10.165781,0.9967811386016265
27,11,53.734856,0,0.0,0.3,-7.6850843,0.99676437369851
27,12,53.895218,0,0.344001,0.3,26.182194,0.9967476087953935
27,13,53.976437,0,0.0,0.3,-20.833328,0.996730843892277
28,1,47.875496,1,0.7902999,0.7,-19.957855,0.9967140789891604
29,1,50.75312,1,0.72860116,0.7,28.673727,0.9966973140860439
29,2,50.76261,1,0.6838911,0.7,12.246932,0.9966805491829274
29,3,50.76954,0,0.0,0.7,21.652563,0.9966637842798108
29,4,50.65049,1,0.6797132,0.7,17.234985,0.9966470193766943
29,5,50.506615,1,0.7401132,0.7,-21.041574,0.9966302544735778
30,1,37.38892,1,0.8920335,0.7,11.787172,0.9966134895704613
30,2,37.414124,1,0.8007481,0.7,-26.0,0.9965967246673447
31,1,41.637352,1,0.5982777,0.49999999999999994,29.807117,0.9965799597642282
31,2,41.586273,1,0.5832622,0.49999999999999994,-26.0,0.9965631948611117
32,1,37.03549,1,0.88996553,0.7,18.114574,0.9965464299579951
32,2,36.98823,1,0.9982473,0.8999999999999999,17.221067,0.9965296650548786
32,3,36.93782,1,1.0,0.8999999999999999,-4.8928494,0.9965129001517621
32,4,36.916035,1,0.7817924,0.7,25.731415,0.9964961352486456
32,5,37.095123,1,0.9235176,0.7,21.511192,0.996479370345529
32,6,36.626892,0,0.0,0.49999999999999994,30.0,0.9964626054424125
32,7,36.532337,0,0.0,0.3,29.718676,0.996445840539296
32,8,36.69951,1,0.6392387,0.5,-22.16735,0.9964290756361794
33,1,49.413944,1,0.6710301,0.7,30.0,0.9964123107330629
33,2,49.417603,1,0.96553046,0.8999999999999999,30.0,0.9963955458299464
33,3,49.420097,1,0.97258794,1.0,29.310675,0.9963787809268299
33,4,49.725113,1,0.96784025,1.0,30.0,0.9963620160237133
33,5,49.594753,1,0.9690491,1.0,-26.0,0.9963452511205968
34,1,34.527176,1,0.8271501,0.7,28.218262,0.9963284862174803
34,2,34.328285,1,1.0,0.8999999999999999,21.495935,0.9963117213143637
34,3,34.580727,1,1.0,0.8999999999999999,20.92312,0.9962949564112472
34,4,34.58453,1,0.9976817,1.0,4.2802315,0.9962781915081307
34,5,34.581066,1,0.9849513,1.0,17.115788,0.9962614266050142
34,6,34.28392,1,1.0,1.0,19.732998,0.9962446617018976
34,7,34.11428,1,1.0,1.0,-26.0,0.9962278967987811
35,1,42.738594,1,0.7638921,0.7,-0.41515273,0.9962111318956646
35,2,42.57387,1,0.7120214,0.7,11.28912,0.996194366992548
35,3,42.49412,1,1.0,0.8999999999999999,-24.048645,0.9961776020894315
36,1,35.965073,1,0.75830984,0.7,11.490694,0.996160837186315
36,2,36.05079,1,0.88100666,0.7,27.94203,0.9961440722831985
36,3,36.361668,1,0.84974855,0.7,-0.6890943,0.9961273073800819
36,4,36.383083,1,0.8031732,0.7,25.752268,0.9961105424769654
36,5,36.60248,1,0.81119126,0.7,-12.841544,0.9960937775738489
37,1,35.963417,0,0.0,0.49999999999999994,-26.0,0.9960770126707323
38,1,40.586697,1,1.0,0.8999999999999999,1.2839036,0.9960602477676158
38,2,40.55773,1,0.9221276,0.8999999999999999,-26.0,0.9960434828644993
39,1,45.53618,1,0.94762695,0.8999999999999999,1.831658,0.9960267179613828
39,2,45.39447,1,1.0,0.8999999999999999,27.079618,0.9960099530582662
39,3,45.0588,1,0.95077664,0.8999999999999999,28.488482,0.9959931881551497
39,4,45.305862,1,1.0,1.0,-1.8675221,0.9959764232520332
39,5,45.05854,1,0.96879,1.0,-15.106783,0.9959596583489166
40,1,38.583458,1,0.89537036,0.7,-26.0,0.9959428934458001
41,1,46.713062,1,0.70140123,0.7,-11.124001,0.9959261285426836
42,1,41.669697,1,1.0,0.8999999999999999,-16.044346,0.9959093636395671
43,1,34.417244,1,0.6044836,0.49999999999999994,-21.552122,0.9958925987364505
44,1,39.600674,1,0.77297497,0.7,2.1677918,0.995875833833334
44,2,39.369957,1,0.79026264,0.7,19.625603,0.9958590689302175
44,3,39.326004,1,0.6304009,0.49999999999999994,17.802557,0.9958423040271009
44,4,39.578,0,0.0,0.49999999999999994,-5.69219,0.9958255391239844
44,5,39.66648,1,0.5963038,0.49999999999999994,-26.0,0.9958087742208679
45,1,42.47191,1,0.68170375,0.7,-14.432318,0.9957920093177514
46,1,46.849075,1,0.69664824,0.7,-16.459595,0.9957752444146348
47,1,36.198204,1,0.9227989,0.8999999999999999,21.567163,0.9957584795115183
47,2,36.09604,1,1.0,1.0,7.656996,0.9957417146084018
47,3,36.19873,1,0.9602913,1.0,14.872041,0.9957249497052852
47,4,36.55467,1,1.0,1.0,25.876024,0.9957081848021687
47,5,36.153633,1,1.0,1.0,22.153816,0.9956914198990522
47,6,36.098545,1,1.0,1.0,21.803362,0.9956746549959357
47,7,36.400345,1,1.0,1.0,30.0,0.9956578900928191
47,8,36.3478,1,0.96713763,1.0,-6.681273,0.9956411251897026
47,9,36.031197,1,1.0,1.0,4.8869495,0.9956243602865861
47,10,36.056763,1,1.0,1.0,22.49303,0.9956075953834695
47,11,36.001133,1,0.9593243,1.0,14.2823105,0.995590830480353
47,12,36.19638,1,1.0,1.0,18.604765,0.9955740655772365
47,13,36.016033,1,1.0,1.0,14.060753,0.99555730067412
47,14,35.646408,1,0.99398416,1.0,19.429745,0.9955405357710034
47,15,35.792355,1,0.96778274,0.8,15.537056,0.9955237708678869
47,16,35.83523,1,0.9754461,1.0,26.922865,0.9955070059647704
47,17,35.836296,1,1.0,1.0,-7.840299,0.9954902410616538
47,18,35.837093,1,1.0,1.0,30.0,0.9954734761585373
47,19,36.100674,1,0.9328249,1.0,27.163258,0.9954567112554208
47,20,36.09028,1,1.0,1.0,0.8442384,0.9954399463523043
47,21,36.276062,1,0.9162701,1.0,30.0,0.9954231814491877
47,22,36.438587,1,0.91503894,0.8,-26.0,0.9954064165460712
48,1,47.858173,0,0.0,0.49999999999999994,13.29421,0.9953896516429547
48,2,47.936905,0,0.0,0.49999999999999994,18.120836,0.9953728867398381
48,3,48.157146,0,0.0,0.49999999999999994,22.911373,0.9953561218367216
48,4,48.089424,0,0.0,0.49999999999999994,7.0943694,0.9953393569336051
48,5,47.80473,0,0.0,0.49999999999999994,10.218802,0.9953225920304886
48,6,47.910645,0,0.0,0.3,6.6760707,0.995305827127372
48,7,47.998425,0,0.0,0.5,-0.48185015,0.9952890622242555
48,8,47.694237,0,0.0,0.3,2.7797165,0.995272297321139
48,9,47.651077,0,0.0,0.3,9.58398,0.9952555324180224
48,10,47.623005,0,0.0,0.3,18.994678,0.9952387675149059
48,11,47.534508,0,0.0,0.3,9.727376,0.9952220026117894
48,12,47.580853,0,0.0,0.3,-7.963789,0.9952052377086729
48,13,47.6214,0,0.0,0.3,2.18554,0.9951884728055563
48,14,47.682354,0,0.0,0.3,6.0264344,0.9951717079024398
48,15,48.06378,0,0.0,0.3,1.550001,0.9951549429993233
48,16,48.143524,0,0.0,0.3,3.664022,0.9951381780962067
48,17,48.234806,0,0.0,0.3,-12.650928,0.9951214131930902
49,1,42.062267,1,0.8514437,0.7,30.0,0.9951046482899737
49,2,42.158657,1,1.0,0.8999999999999999,-21.262857,0.9950878833868572
50,1,48.23112,1,0.73953706,0.7,27.930664,0.9950711184837406
50,2,48.567528,1,0.52293676,0.49999999999999994,21.03368,0.9950543535806241
50,3,48.679844,0,0.0,0.49999999999999994,3.6251402,0.9950375886775076
50,4,48.780582,0,0.25417244,0.3,-19.267189,0.995020823774391
51,1,38.05535,1,0.59473634,0.49999999999999994,13.07288,0.9950040588712745
51,2,37.960716,1,0.6024703,0.49999999999999994,19.65522,0.994987293968158
51,3,38.025276,0,0.0,0.3,18.525736,0.9949705290650415
51,4,38.02371,0,0.0,0.3,7.650055,0.9949537641619249
51,5,37.87349,1,0.63431066,0.5,-4.010126,0.9949369992588084
51,6,38.10481,0,0.0,0.3,18.862074,0.9949202343556919
51,7,37.840538,0,0.28252235,0.3,-20.042633,0.9949034694525754
52,1,52.8998,0,0.0,0.49999999999999994,4.829771,0.9948867045494588
52,2,52.892628,0,0.0,0.49999999999999994,7.764763,0.9948699396463423
52,3,53.080826,0,0.0,0.49999999999999994,3.489564,0.9948531747432258
52,4,53.15802,0,0.0,0.49999999999999994,-23.041931,0.9948364098401092
53,1,40.34562,1,0.830648,0.7,17.959211,0.9948196449369927
53,2,40.350155,1,0.8541322,0.7,30.0,0.9948028800338762
53,3,40.593193,1,0.8303161,0.7,-16.028938,0.9947861151307597
54,1,50.40555,1,0.9427933,0.8999999999999999,30.0,0.9947693502276431
54,2,50.472084,1,0.976307,0.8999999999999999,30.0,0.9947525853245266
54,3,50.45276,1,0.8823527,0.8999999999999999,30.0,0.9947358204214101
54,4,50.241592,1,1.0,1.0,30.0,0.9947190555182935
54,5,50.35417,1,1.0,1.0,30.0,0.994702290615177
54,6,50.581264,1,0.98791945,1.0,30.0,0.9946855257120605
54,7,50.230305,1,0.93786544,1.0,-0.9216389,0.994668760808944
54,8,50.353817,1,1.0,1.0,13.373276,0.9946519959058274
54,9,50.281673,1,0.91962355,0.8,20.496485,0.9946352310027109
54,10,50.22679,0,0.0,0.6000000000000001,-12.04475,0.9946184660995944
55,1,46.36679,0,0.0,0.7,16.312778,0.9946017011964778
55,2,46.405445,1,0.7373761,0.7,17.76259,0.9945849362933613
55,3,46.452503,1,0.57588655,0.49999999999999994,-12.611504,0.9945681713902448
56,1,48.02694,0,0.0,0.7,30.0,0.9945514064871283
56,2,48.04489,0,0.0,0.49999999999999994,-3.8768277,0.9945346415840117
56,3,48.050232,0,0.0,0.49999999999999994,30.0,0.9945178766808952
56,4,48.215797,1,0.6113299,0.49999999999999994,30.0,0.9945011117777787
56,5,48.59308,0,0.0,0.49999999999999994,7.3377438,0.9944843468746621
56,6,48.593636,1,0.57601774,0.49999999999999994,30.0,0.9944675819715456
56,7,48.597404,0,0.0,0.49999999999999994,30.0,0.9944508170684291
56,8,48.838955,0,0.0,0.49999999999999994,30.0,0.9944340521653126
56,9,48.657917,0,0.0,0.49999999999999994,-11.8963375,0.994417287262196
57,1,48.83406,1,0.8088361,0.7,-26.0,0.9944005223590795
58,1,47.978905,1,0.9716013,0.8999999999999999,-25.994648,0.994383757455963
59,1,53.36734,0,0.49495855,0.49999999999999994,7.389591,0.9943669925528464
59,2,53.03668,0,0.0,0.49999999999999994,-9.343262,0.9943502276497299
59,3,53.436096,0,0.0,0.3,17.975702,0.9943334627466134
59,4,53.467896,0,0.32827732,0.3,13.774042,0.9943166978434969
59,5,53.433693,0,0.0,0.3,-5.891061,0.9942999329403803
59,6,53.41818,0,0.0,0.3,20.14654,0.9942831680372638
59,7,53.06622,0,0.0,0.3,-26.0,0.9942664031341473
60,1,52.34439,0,0.0,0.7,11.434718,0.9942496382310307
60,2,52.424744,0,0.0,0.7,27.310059,0.9942328733279142
60,3,52.42436,1,0.7163504,0.7,-4.93433,0.9942161084247977
60,4,52.116047,1,0.64427525,0.7,-4.622532,0.9941993435216812
60,5,51.78486,0,0.0,0.7,-26.0,0.9941825786185646
61,1,44.533165,0,0.0,0.49999999999999994,6.748146,0.9941658137154481
61,2,44.238052,0,0.0,0.49999999999999994,20.71347,0.9941490488123316
61,3,44.118893,0,0.0,0.49999999999999994,30.0,0.994132283909215
61,4,44.307964,1,0.61501265,0.49999999999999994,30.0,0.9941155190060985
61,5,44.728504,0,0.26627767,0.3,29.37598,0.994098754102982
61,6,44.785995,0,0.32328835,0.3,30.0,0.9940819891998655
61,7,44.72089,0,0.0,0.3,9.534142,0.9940652242967489
61,8,44.736233,0,0.0,0.3,30.0,0.9940484593936324
61,9,44.912277,0,0.0,0.3,30.0,0.9940316944905159
61,10,44.956894,0,0.33495513,0.3,9.163401,0.9940149295873993
61,11,45.17587,1,0.5738266,0.5,23.208582,0.9939981646842828
61,12,45.13598,0,0.0,0.5,-13.158494,0.9939813997811663
62,1,50.50919,0,0.0,0.7,18.564686,0.9939646348780498
62,2,50.30395,1,0.6603546,0.7,23.373028,0.9939478699749332
62,3,50.465435,1,1.0,0.8999999999999999,13.308149,0.9939311050718167
62,4,50.396103,1,0.93887246,0.8999999999999999,16.090345,0.9939143401687002
62,5,50.707584,1,0.9001124,0.8999999999999999,13.439085,0.9938975752655836
62,6,50.602673,1,1.0,0.8999999999999999,9.886029,0.9938808103624671
62,7,50.71409,1,1.0,0.8999999999999999,-1.584925,0.9938640454593506
62,8,50.684093,1,0.9156524,0.8999999999999999,12.083965,0.9938472805562341
62,9,50.838657,1,0.94887173,0.8999999999999999,6.744619,0.9938305156531175
62,10,50.855885,1,0.8185785,0.8999999999999999,21.712654,0.993813750750001
62,11,50.61624,1,0.9906392,1.0,19.94981,0.9937969858468845
62,12,50.77513,1,0.8446485,0.8,21.689127,0.993780220943768
62,13,50.63964,1,0.9952976,1.0,26.627272,0.9937634560406514
62,14,50.79271,1,0.8559355,0.8,-0.7795104,0.9937466911375349
62,15,50.85551,0,0.0,0.8,1.1595693,0.9937299262344184
62,16,51.34516,1,0.85889506,0.8,2.6433923,0.9937131613313018
62,17,51.71434,0,0.0,0.8,1.9643488,0.9936963964281853
62,18,51.328613,1,0.79894537,0.8,7.359375,0.9936796315250688
62,19,51.573208,0,0.0,0.6000000000000001,-16.171019,0.9936628666219522
63,1,43.14289,1,0.759994,0.7,-26.0,0.9936461017188357
64,1,48.95768,1,0.7022275,0.7,11.443382,0.9936293368157192
64,2,48.951126,0,0.0,0.49999999999999994,15.770922,0.9936125719126027
64,3,49.229218,0,0.0,0.3,12.872047,0.9935958070094861
64,4,49.627018,0,0.0,0.3,21.6292,0.9935790421063696
64,5,49.590744,1,0.5482431,0.5,21.078197,0.9935622772032531
64,6,49.898468,0,0.0,0.5,30.0,0.9935455123001365
64,7,49.838642,0,0.0,0.5,21.309483,0.99352874739702
64,8,49.681133,1,0.5098029,0.5,16.39713,0.9935119824939035
64,9,49.866013,0,0.0,0.5,24.924334,0.993495217590787
