Episode,Total_Reward,Avg_SINR,Avg_Detection_Rate_Episode,Steps,Epsilon_End_Episode
127,-73.39837682556845,-23.328115,0.0,1,0.986135425122631
128,-5.09008398776848,9.26552,50.0,4,0.9860683655101649
129,-45.84253399890193,-9.22031,50.0,2,0.9860348357039318
130,68.59789475248746,6.062134,81.81818181818183,11,0.98585042176965
131,289.6330397104696,22.91157,88.88888888888889,9,0.9856995376416012
132,-38.17555641970169,-0.27412653,50.0,2,0.9856660078353682
133,229.40774423423545,14.70911,100.0,9,0.9855151237073194
134,-42.85540562324495,-23.498642,100.0,1,0.9854983588042029
135,146.3692882598479,9.604423,100.0,7,0.9853810044823872
136,-4.12697035831215,13.42762,50.0,6,0.985280415063688
137,30.958506436527472,8.257991,100.0,4,0.9852133554512219
138,-46.52316458418346,-0.24604225,100.0,3,0.9851630607418723
139,-63.24914310155765,-19.267889,100.0,1,0.9851462958387558
140,39.621926619670006,10.406414,100.0,4,0.9850792362262897
141,-27.23719787636552,-14.524074,100.0,1,0.9850624713231731
142,70.75030256513932,7.823177,100.0,6,0.984961881904474
143,-22.29547124030057,10.067898,66.66666666666666,6,0.9848612924857748
144,-13.289820282728545,-4.299018,100.0,2,0.9848277626795418
145,-46.72206918882586,8.196004,50.0,8,0.9846936434546095
146,-34.149909652643416,-1.2963963,50.0,2,0.9846601136483765
147,1005.7926805646371,13.821616,95.1219512195122,41,0.9839727526205988
148,17.134713577656296,4.3608017,100.0,2,0.9839392228143657
149,-58.35652029063574,-10.770387,100.0,1,0.9839224579112492
150,-69.0,-26.0,0.0,1,0.9839056930081327
151,-79.20867304400707,-26.0,100.0,1,0.9838889281050162
152,-63.64428520202637,-22.429523,100.0,1,0.9838721632018996
153,463.741719766347,21.83673,92.85714285714286,14,0.9836374545582682
154,-55.00177234553083,-10.995646,100.0,1,0.9836206896551517
155,-35.75996168216847,-18.546364,100.0,1,0.9836039247520352
156,78.82864952073702,10.396663,85.71428571428571,7,0.9834865704302195
157,193.1363996593829,11.839474,83.33333333333334,12,0.9832853915928211
158,72.28084544855864,20.424196,54.54545454545454,11,0.9831009776585393
159,-54.36598253652309,12.958794,25.0,4,0.9830339180460732
160,206.3610024522685,19.483608,75.0,8,0.982899798821141
161,240.16279635614092,11.567476,100.0,11,0.9827153848868592
162,95.78615133506096,4.5753427,100.0,7,0.9825980305650435
163,-99.6279301172842,9.0281925,14.285714285714285,7,0.9824806762432278
164,-1.294548325253885,2.0,100.0,2,0.9824471464369947
165,-11.86564694120667,-5.7871046,100.0,2,0.9824136166307617
166,141.12503262081208,11.658894,100.0,9,0.9822627325027129
167,28.7091981333027,8.393988,75.0,4,0.9821956728902468
168,-137.58995513866856,6.4281974,61.904761904761905,21,0.9818436099247997
169,-63.015370394064064,-17.306002,100.0,1,0.9818268450216832
170,-69.0,-26.0,0.0,1,0.9818100801185666
171,189.78194097161588,16.540506,56.52173913043478,23,0.9814244873468865
172,118.1683832701406,6.439376,88.23529411764706,17,0.9811394839939055
173,54.15107052202265,16.078426,60.0,5,0.9810556594783229
174,41.52910100369124,10.497948,100.0,4,0.9809885998658567
175,-28.63235972570854,1.6246634,100.0,2,0.9809550700596237
176,17.527296109420426,1.5311495,100.0,3,0.9809047753502741
177,-60.12398447072741,-9.171961,100.0,2,0.980871245544041
178,44.26930785446365,21.756392,14.285714285714285,7,0.9807538912222253
179,-65.14780877928439,7.5779,75.0,4,0.9806868316097592
180,-7.047190609039831,3.6047516,100.0,3,0.9806365369004096
181,-34.51801335871346,0.24668312,50.0,2,0.9806030070941766
182,-57.173556372311374,-12.267314,0.0,1,0.98058624219106
183,236.1139557329214,15.945601,47.05882352941176,17,0.9803012388380791
184,-18.615775130000866,-11.141569,100.0,1,0.9802844739349625
185,-2.3410498331842575,6.0405984,66.66666666666666,3,0.980234179225613
186,125.29518726529247,12.000919,77.77777777777779,9,0.9800832950975642
187,205.02676830737278,21.92528,100.0,7,0.9799659407757485
188,67.1998853527798,13.640715,71.42857142857143,7,0.9798485864539328
189,-28.558936901707128,5.2611895,100.0,2,0.9798150566476997
190,-60.63656938132217,-11.779646,100.0,2,0.9797815268414667
191,21.96698792606793,3.3144684,100.0,3,0.9797312321321171
192,-22.288912776673406,5.041443,100.0,3,0.9796809374227675
193,31.858309923306393,15.718407,100.0,3,0.9796306427134179
194,221.8868614992591,17.777582,85.71428571428571,14,0.9793959340697865
195,-57.10318027069992,3.1624207,80.0,5,0.9793121095542039
196,205.6970577936578,21.466173,100.0,6,0.9792115201355047
197,-37.40130107793937,11.454353,20.0,5,0.9791276956199221
198,-42.93678436195458,-26.0,100.0,1,0.9791109307168055
199,-58.75432777404785,-19.169552,0.0,1,0.979094165813689
200,16.048640749767316,5.5338364,80.0,10,0.9789265167825237
201,-45.72426090512816,10.774952,33.33333333333333,3,0.9788762220731742
202,-93.66930023925482,-13.032076,50.0,2,0.9788426922669411
203,-103.34135784208775,11.7026,7.6923076923076925,13,0.9786247485264262
204,-6.522183728642048,5.8131385,80.0,5,0.9785409240108436
205,-31.416853849911092,16.259094,60.0,5,0.9784570994952609
206,75.59648398379434,15.009379,60.0,5,0.9783732749796783
207,46.1185827513314,4.7697487,100.0,4,0.9783062153672122
208,6.284144660883314,11.504152,60.0,5,0.9782223908516295
209,0.8801781598006997,-0.01714325,100.0,2,0.9781888610453965
210,-15.974030048988396,4.107437,50.0,2,0.9781553312391634
211,-62.660800943364734,1.5644314,60.0,5,0.9780715067235808
212,170.72100326826003,10.016481,100.0,10,0.9779038576924155
213,-33.09618393563804,15.175496,25.0,4,0.9778367980799494
214,-24.29593995659698,-14.765816,100.0,1,0.9778200331768329
215,-87.86907379973186,-6.512987,0.0,2,0.9777865033705998
216,-39.44633770155825,11.492479,80.0,5,0.9777026788550172
217,-9.904477307922377,-2.36901,100.0,2,0.9776691490487841
218,-46.59696179748495,15.422703,25.0,4,0.977602089436318
219,234.36864072354166,15.32035,88.88888888888889,9,0.9774512053082692
220,-46.928533597364776,-26.0,100.0,1,0.9774344404051527
221,396.445477765421,22.087898,100.0,11,0.9772500264708709
222,42.564177367954116,2.102234,100.0,9,0.9770991423428221
223,-31.85801274241489,-0.112112045,50.0,2,0.9770656125365891
224,-51.34849548339844,-14.23233,0.0,1,0.9770488476334726
225,-88.58922651037574,-12.02073,50.0,2,0.9770153178272395
226,-68.60891032298116,-1.1966343,66.66666666666666,3,0.9769650231178899
227,-58.02153504918088,-10.474829,100.0,1,0.9769482582147734
228,-23.847061409110715,-15.161294,100.0,1,0.9769314933116569
229,-67.07265203300602,2.0066688,40.0,5,0.9768476687960742
230,-70.03888892896367,-18.642927,100.0,1,0.9768309038929577
231,-87.37453908210854,11.640764,20.0,5,0.976747079377375
232,-38.142673079417634,-23.16019,100.0,1,0.9767303144742585
233,16.889222827865467,17.675642,50.0,10,0.9765626654430932
234,-114.59824936487675,16.349419,0.0,9,0.9764117813150445
235,8.907902688318103,11.17656,100.0,3,0.9763614866056949
236,148.07962316288064,9.541154,81.25,16,0.9760932481558304
237,-87.72480847649896,5.636692,40.0,5,0.9760094236402478
238,-57.44740188493908,3.079584,71.42857142857143,7,0.9758920693184321
239,-79.65050762196711,-26.0,100.0,1,0.9758753044153156
240,4.121256402096122,-3.2727733,100.0,4,0.9758082448028494
241,-62.48161071299467,-17.008389,100.0,1,0.9757914798997329
242,36.73088068953538,8.678383,60.0,5,0.9757076553841503
243,21.554362216183435,0.6816249,100.0,4,0.9756405957716842
244,61.56300391396534,15.942096,85.71428571428571,7,0.9755232414498685
245,-44.64699930218489,-26.0,100.0,1,0.9755064765467519
246,41.32964874497695,7.1605797,100.0,3,0.9754561818374023
247,10.459198735502383,4.0528555,100.0,2,0.9754226520311693
248,238.14081769913759,18.469843,88.88888888888889,9,0.9752717679031205
249,273.6849583226501,25.10653,77.77777777777779,9,0.9751208837750718
250,118.90499842645542,10.92272,100.0,7,0.9750035294532561
251,-25.622033543416517,-1.6772847,75.0,4,0.97493646984079
252,371.5854482582868,14.345718,94.11764705882352,17,0.974651466487809
253,-81.06638641864467,-4.1631527,50.0,2,0.9746179366815759
254,-78.07989371569631,2.1778946,66.66666666666666,3,0.9745676419722263
255,25.358897495218798,5.4347243,100.0,3,0.9745173472628768
256,-5.4307887481547255,15.841891,42.857142857142854,14,0.9742826386192454
257,269.31528866583693,16.22178,45.83333333333333,24,0.9738802809444487
258,-93.12535776610514,3.0800219,25.0,4,0.9738132213319826
259,21.5158064500242,2.6883438,100.0,6,0.9737126319132834
260,-4.650460097143707,11.782682,42.857142857142854,7,0.9735952775914677
261,51.63632047663895,3.2422085,100.0,6,0.9734946881727685
262,116.8955150594595,19.382502,83.33333333333334,6,0.9733940987540693
263,141.4056543287875,19.200146,71.42857142857143,7,0.9732767444322536
264,74.39583234869855,21.369244,50.0,8,0.9731426252073214
265,-8.875463485717773,15.398847,50.0,4,0.9730755655948553
266,-28.315317047950913,2.0812516,100.0,2,0.9730420357886223
267,-25.389168176536643,-15.105043,100.0,1,0.9730252708855057
268,-67.40775949578027,-1.6520361,66.66666666666666,3,0.9729749761761561
269,-43.58480921009226,-1.0068841,100.0,2,0.9729414463699231
270,-75.13377537220045,-21.807697,100.0,1,0.9729246814668066
271,-83.64218526968855,0.82529783,50.0,4,0.9728576218543404
272,-57.22155579611352,6.4309044,80.0,5,0.9727737973387578
273,-36.18711853027344,8.937627,66.66666666666666,3,0.9727235026294082
274,66.07685592890243,7.298273,83.33333333333334,6,0.972622913210709
275,108.15537719024886,15.908835,71.42857142857143,7,0.9725055588888933
276,-39.36140653474686,-26.0,100.0,1,0.9724887939857768
277,-89.83119592714813,-1.0470728,33.33333333333333,3,0.9724384992764272
278,228.47419566688316,14.709808,90.0,10,0.9722708502452619
279,121.72168965694621,20.827736,60.0,10,0.9721032012140967
280,-23.41216723729228,18.936855,20.0,5,0.972019376698514
281,-43.374223135391816,-24.093807,100.0,1,0.9720026117953975
282,-43.60661744113458,-8.163561,100.0,2,0.9719690819891644
283,450.79875932610236,20.386213,100.0,13,0.9717511382486496
284,-5.317708919360278,-1.5402021,100.0,2,0.9717176084424165
285,134.63109195224715,14.992468,100.0,5,0.9716337839268339
286,56.50647365031389,10.593604,100.0,3,0.9715834892174843
287,-69.0,-26.0,100.0,1,0.9715667243143677
288,-21.332429440542576,1.6968117,66.66666666666666,3,0.9715164296050182
289,4.978683120814608,18.226313,20.0,5,0.9714326050894355
290,-0.9972916781289456,3.8940277,66.66666666666666,3,0.9713823103800859
291,-74.38997832872688,-21.462555,100.0,1,0.9713655454769694
292,-83.19302367625343,-6.0624003,50.0,2,0.9713320156707363
293,104.69104940609009,12.152442,75.0,8,0.9711978964458041
294,-41.40502294024224,-26.0,100.0,1,0.9711811315426876
295,7.23958504867322,7.990762,100.0,3,0.971130836833338
296,-59.53364104709496,-9.517651,50.0,2,0.971097307027105
297,111.06841918657665,12.529112,100.0,5,0.9710134825115223
298,-95.13063285050698,-8.842066,50.0,2,0.9709799527052893
299,-2.9882637568901913,-3.62164,100.0,3,0.9709296579959397
300,-70.53290455765863,-21.680664,0.0,1,0.9709128930928231
301,-38.94002045732353,-13.954609,100.0,2,0.9708793632865901
302,344.83127337988964,16.873983,60.86956521739131,23,0.9704937705149099
303,145.78706511396524,8.227213,100.0,10,0.9703261214837446
304,57.144244810229736,17.765211,50.0,4,0.9702590618712785
305,-110.87118053498617,9.503189,33.33333333333333,6,0.9701584724525794
306,-50.93103454703181,15.128613,33.33333333333333,6,0.9700578830338802
307,-101.42554984623845,7.567534,25.0,8,0.969923763808948
308,-100.40865807859468,7.563492,42.857142857142854,7,0.9698064094871323
309,10.089024847541886,2.0,100.0,2,0.9697728796808992
310,-71.21411544576165,-1.4148222,66.66666666666666,3,0.9697225849715496
311,-89.23229177258588,-9.486968,66.66666666666666,3,0.9696722902622
312,59.93290363788064,17.773235,66.66666666666666,12,0.9694711114248017
313,0.8544278307641875,2.0,100.0,2,0.9694375816185686
314,-53.852180936709175,-10.3131695,0.0,1,0.9694208167154521
315,318.11013415539946,15.765476,100.0,11,0.9692364027811703
316,-85.71532175847986,-1.320092,80.0,5,0.9691525782655876
317,64.68021326145121,11.414876,80.0,10,0.9689849292344224
318,168.71050305306795,13.413581,100.0,7,0.9688675749126067
319,13.488476517453513,2.7935154,100.0,3,0.9688172802032571
320,-24.387934175803217,9.030086,40.0,10,0.9686496311720918
321,51.810284421443896,11.166489,75.0,4,0.9685825715596257
322,21.41284304206146,-0.3494239,100.0,4,0.9685155119471596
323,3.394512069311318,2.5693526,75.0,4,0.9684484523346935
324,111.4291903247171,6.9761863,100.0,9,0.9682975682066447
325,85.06586159141962,11.894327,76.92307692307693,13,0.9680796244661298
326,295.73871385280086,21.252712,90.0,10,0.9679119754349645
327,45.22307034354331,7.639174,100.0,5,0.9678281509193819
328,-32.67309748566316,1.6523819,100.0,2,0.9677946211131488
329,573.6474023303394,16.621582,95.23809523809523,21,0.9674425581477017
330,-63.45731760365448,-17.03045,0.0,1,0.9674257932445852
331,-72.78928316242862,3.9234486,50.0,4,0.9673587336321191
332,75.99226546824252,17.752348,83.33333333333334,6,0.9672581442134199
333,145.9613344059765,16.237827,87.5,8,0.9671240249884877
334,-54.104866514164264,-10.649853,0.0,1,0.9671072600853712
335,-61.210642340052175,-6.854899,100.0,3,0.9670569653760216
336,-92.10016878349543,4.7799683,0.0,4,0.9669899057635555
337,467.9169252164991,18.619738,93.33333333333333,15,0.9667384322168076
338,78.82160460632818,22.991518,30.0,10,0.9665707831856423
339,24.13698101043701,18.834963,57.14285714285714,7,0.9664534288638266
340,-97.96101359068741,2.7335517,83.33333333333334,6,0.9663528394451274
341,-129.5251459122455,10.588065,25.0,8,0.9662187202201952
342,-42.988897348959654,-26.0,100.0,1,0.9662019553170786
343,-112.46575328707695,-1.0900221,25.0,4,0.9661348957046125
344,-59.00033910783327,-16.58049,100.0,1,0.966118130801496
345,-77.17065401305076,-26.0,0.0,1,0.9661013658983795
346,-35.99428020422487,5.812521,66.66666666666666,3,0.9660510711890299
347,-81.01680254911217,11.752381,50.0,12,0.9658498923516315
348,-73.10774170944819,-26.0,100.0,1,0.965833127448515
349,31.931432167723628,8.792456,75.0,4,0.9657660678360489
350,187.7364987943859,22.391108,83.33333333333334,6,0.9656654784173497
351,-45.79341428087073,-26.0,100.0,1,0.9656487135142332
352,210.8239898672009,15.027977,100.0,8,0.965514594289301
353,-59.122996186707624,-8.655929,100.0,2,0.9654810644830679
354,18.6401024821144,4.370171,100.0,3,0.9654307697737183
355,-30.00704251794784,-4.743575,100.0,3,0.9653804750643687
356,50.81463173622839,7.413667,100.0,6,0.9652798856456696
357,69.51285311300833,10.846783,80.0,5,0.9651960611300869
358,16.235082386435174,3.9887898,100.0,3,0.9651457664207373
359,-22.69090333352309,-13.899498,100.0,1,0.9651290015176208
360,166.40046622608725,14.584287,72.72727272727273,11,0.964944587583339
361,-8.993251214717926,1.778951,100.0,3,0.9648942928739894
362,175.0352402105524,12.835996,83.33333333333334,12,0.9646931140365911
363,3.6617400403621367,4.1260915,100.0,3,0.9646428193272415
364,-126.39666049036887,-9.846017,33.33333333333333,3,0.9645925246178919
365,-74.50669724140745,-5.23678,66.66666666666666,3,0.9645422299085423
366,267.40030797932604,15.553554,91.66666666666666,12,0.964341051071144
367,-79.08196992476827,0.6538849,50.0,4,0.9642739914586779
368,-76.41215179064974,-26.0,100.0,1,0.9642572265555613
369,-141.82387610091718,-4.7294774,40.0,5,0.9641734020399787
370,-69.08385997874133,12.806792,16.666666666666664,6,0.9640728126212795
371,-81.07531157871266,-26.0,100.0,1,0.964056047718163
372,-5.331746007385114,15.086776,100.0,3,0.9640057530088134
373,24.004288743401943,11.333333,100.0,3,0.9639554582994638
374,-90.0881894306014,0.2704029,25.0,4,0.9638883986869977
375,-57.95881971498234,-15.965317,100.0,1,0.9638716337838812
376,-24.03807716413548,-7.3490977,100.0,2,0.9638381039776481
377,-15.63079424888064,8.888019,100.0,2,0.9638045741714151
378,190.437440219674,19.608175,38.88888888888889,18,0.9635028059153176
379,-87.68031525611877,-3.439104,33.33333333333333,3,0.963452511205968
380,-51.18927923582946,2.7653441,80.0,5,0.9633686866903853
381,1.338704301246267,0.74876404,100.0,5,0.9632848621748027
382,-59.8937898548212,9.292425,33.33333333333333,6,0.9631842727561035
383,-42.426337816288026,-26.0,100.0,1,0.963167507852987
384,-89.3412587078161,9.995449,25.0,4,0.9631004482405209
385,-73.11416344300119,-26.0,100.0,1,0.9630836833374044
386,131.0302561298626,18.325747,71.42857142857143,7,0.9629663290155887
387,-94.11558799760867,-2.8476925,66.66666666666666,3,0.9629160343062391
388,-49.43525505065918,-12.956837,0.0,1,0.9628992694031225
389,-41.71064629045664,-24.083916,100.0,1,0.962882504500006
390,75.48647999613569,8.235446,100.0,5,0.9627986799844234
391,188.25530208225481,17.241774,50.0,18,0.9624969117283259
392,-75.89712166786194,-10.299041,0.0,2,0.9624633819220928
393,80.95333780710857,20.02292,83.33333333333334,6,0.9623627925033936
394,-44.65381945392016,6.40609,25.0,4,0.9622957328909275
395,-78.08139365548118,-1.3275881,50.0,2,0.9622622030846945
396,205.76155364757298,16.53942,100.0,7,0.9621448487628788
397,-41.16877721175918,-3.0453465,66.66666666666666,3,0.9620945540535292
398,21.15208721991381,5.05401,83.33333333333334,6,0.96199396463483
399,-42.36357117374833,-26.0,100.0,1,0.9619771997317135
400,52.345606674942324,2.9731479,87.5,8,0.9618430805067812
401,24.33473215782125,15.864403,66.66666666666666,6,0.9617424910880821
402,-58.76083318865867,-16.7452,100.0,1,0.9617257261849655
403,-35.44420757672287,-18.338654,100.0,1,0.961708961281849
404,-46.72926998138428,10.710523,25.0,4,0.9616419016693829
405,-69.38873620764772,-20.006342,100.0,1,0.9616251367662664
406,18.117884635925293,19.59391,60.0,5,0.9615413122506837
407,338.51066202481707,13.546972,100.0,13,0.9613233685101689
408,96.79208946419672,8.674534,100.0,8,0.9611892492852366
409,-56.34976424520525,-0.04817295,100.0,2,0.9611557194790036
410,211.86017923268972,23.33042,100.0,6,0.9610551300603044
411,119.44119908765103,14.111737,100.0,6,0.9609545406416052
412,-52.0671423477681,9.627578,33.33333333333333,3,0.9609042459322557
413,103.70482512657199,9.9814825,85.71428571428571,7,0.96078689161044
414,134.0917022546738,14.901805,66.66666666666666,9,0.9606360074823912
415,-58.77405980986852,-16.714743,100.0,1,0.9606192425792747
416,11.372340985179264,9.783751,60.0,5,0.960535418063692
417,32.023969585018165,11.704475,60.0,5,0.9604515935481094
418,178.70806295870517,16.1357,90.0,10,0.9602839445169441
419,-31.455275265634633,2.760418,50.0,4,0.960216884904478
420,-69.6107241374952,-20.721264,100.0,1,0.9602001200013615
421,-105.5979261421217,10.488178,22.22222222222222,9,0.9600492358733127
422,112.73768970246509,10.988808,100.0,7,0.959931881551497
423,79.05833219280441,14.128741,66.66666666666666,6,0.9598312921327978
424,-4.124359089602677,2.3430824,66.66666666666666,3,0.9597809974234482
425,177.87343185163132,14.745194,100.0,7,0.9596636431016325
426,-47.92004048486443,0.8990552,100.0,3,0.959613348392283
427,-1.9108302516882958,-0.021809578,100.0,2,0.9595798185860499
428,-62.47981858811052,8.601055,75.0,4,0.9595127589735838
429,-106.22715465003965,12.878873,33.33333333333333,9,0.959361874845535
430,-96.9815112412034,2.1057692,25.0,4,0.9592948152330689
431,-67.61706671487768,-16.037653,100.0,1,0.9592780503299524
432,-18.603683126416495,7.8437805,50.0,6,0.9591774609112532
433,-69.71178897394739,-18.227274,100.0,1,0.9591606960081367
434,157.94915365143015,11.046447,88.88888888888889,9,0.9590098118800879
435,-55.539826396908595,-9.774874,100.0,2,0.9589762820738549
