Episode,Total_Reward,Avg_SINR,Detection_Rate_Steps,Steps
10217,1945.0,22.668594,91.66666666666666,12
10218,2335.0,13.934194,81.25,16
10219,1225.0,21.052961,100.0,7
10220,875.0,12.5383,100.0,5
10221,7020.0,21.500895,97.5609756097561,41
10222,2295.0,19.21455,92.85714285714286,14
10223,7915.0,13.743147,95.74468085106383,47
10224,2645.0,23.454256,93.75,16
10225,895.0,16.891663,83.33333333333334,6
10226,175.0,-7.6176395,100.0,1
10227,525.0,2.055085,100.0,3
10228,350.0,-9.983923,100.0,2
10229,5290.0,15.031752,93.75,32
10230,3500.0,17.259108,100.0,20
10231,8750.0,27.230406,100.0,50
10232,525.0,8.409343,100.0,3
10233,4825.0,13.607574,84.375,32
10234,2375.0,19.953293,72.22222222222221,18
10235,700.0,12.940258,100.0,4
10236,2645.0,21.455578,93.75,16
10237,175.0,-14.34508,100.0,1
10238,175.0,-8.131504,100.0,1
10239,350.0,5.448372,100.0,2
10240,390.0,16.225113,50.0,4
10241,1400.0,16.24309,100.0,8
10242,525.0,17.46131,100.0,3
10243,3660.0,21.514797,71.42857142857143,28
10244,1420.0,21.069818,88.88888888888889,9
10245,1050.0,12.405423,100.0,6
10246,3855.0,16.358437,70.0,30
10247,5950.0,18.442093,100.0,34
10248,2200.0,17.906855,70.58823529411765,17
10249,2975.0,18.213198,100.0,17
10250,1770.0,18.405977,90.9090909090909,11
10251,895.0,19.055931,83.33333333333334,6
10252,5250.0,24.313877,100.0,30
10253,1925.0,16.881645,100.0,11
10254,2120.0,21.60427,92.3076923076923,13
10255,350.0,2.000001,100.0,2
10256,4920.0,11.302447,96.55172413793103,29
10257,700.0,13.578078,100.0,4
10258,20.0,-25.999998,0.0,1
10259,875.0,19.650883,100.0,5
10260,6925.0,17.663744,88.63636363636364,44
10261,195.0,-4.7064953,50.0,2
10262,1110.0,18.70043,66.66666666666666,9
10263,175.0,-14.638458,100.0,1
10264,1050.0,17.406096,100.0,6
10265,5370.0,18.097563,83.33333333333334,36
10266,1925.0,24.362524,100.0,11
10267,2625.0,22.325176,100.0,15
10268,1110.0,10.383694,66.66666666666666,9
10269,1750.0,18.13706,100.0,10
10270,1750.0,8.191589,100.0,10
10271,1245.0,18.815628,87.5,8
10272,2625.0,16.21606,100.0,15
10273,1575.0,14.466512,100.0,9
10274,915.0,17.754128,71.42857142857143,7
10275,700.0,14.759457,100.0,4
10276,2975.0,18.630625,100.0,17
10277,1050.0,15.84248,100.0,6
10278,2450.0,16.988882,100.0,14
10279,5835.0,21.938961,91.66666666666666,36
10280,545.0,8.144016,75.0,4
10281,370.0,14.799399,66.66666666666666,3
10282,1225.0,17.232023,100.0,7
10283,875.0,3.1988819,100.0,5
10284,350.0,8.556543,100.0,2
10285,2800.0,23.40844,100.0,16
10286,1400.0,22.110931,100.0,8
10287,2295.0,18.80179,92.85714285714286,14
10288,5270.0,23.675175,96.7741935483871,31
10289,7820.0,21.493902,88.0,50
10290,8595.0,15.592962,98.0,50
10291,2975.0,15.096175,100.0,17
10292,4375.0,24.563791,100.0,25
10293,350.0,10.864993,100.0,2
10294,2530.0,18.193977,77.77777777777779,18
10295,195.0,-19.093906,50.0,2
10296,2625.0,15.659215,100.0,15
10297,3695.0,18.889357,95.45454545454545,22
10298,3695.0,25.525307,95.45454545454545,22
10299,3850.0,25.070696,100.0,22
10300,2295.0,23.91218,92.85714285714286,14
10301,1750.0,19.91118,100.0,10
10302,2100.0,17.71501,100.0,12
10303,1810.0,13.46113,76.92307692307693,13
10304,3500.0,21.069849,100.0,20
10305,1770.0,17.236952,90.9090909090909,11
10306,175.0,-25.999998,100.0,1
10307,700.0,14.338431,100.0,4
10308,2625.0,22.512907,100.0,15
10309,1245.0,13.928583,87.5,8
10310,2275.0,20.100515,100.0,13
10311,1965.0,22.66089,84.61538461538461,13
10312,20.0,-25.999998,0.0,1
10313,1420.0,23.464634,88.88888888888889,9
10314,1050.0,22.171965,100.0,6
10315,370.0,11.333333,66.66666666666666,3
10316,175.0,-25.999998,100.0,1
10317,6650.0,19.731455,100.0,38
10318,350.0,-13.600131,100.0,2
10319,1050.0,14.38824,100.0,6
10320,2275.0,19.032492,100.0,13
10321,175.0,-25.999998,100.0,1
10322,1750.0,18.68904,100.0,10
10323,2645.0,15.56176,93.75,16
10324,1420.0,24.972689,88.88888888888889,9
10325,2470.0,18.770563,93.33333333333333,15
10326,700.0,-2.570508,100.0,4
10327,350.0,2.000001,100.0,2
10328,700.0,5.903661,100.0,4
10329,2625.0,17.96266,100.0,15
10330,875.0,19.699646,100.0,5
10331,175.0,-25.999998,100.0,1
10332,2275.0,23.207102,100.0,13
10333,1595.0,18.063883,90.0,10
10334,3325.0,18.79447,100.0,19
10335,1245.0,15.761069,87.5,8
10336,8750.0,24.36808,100.0,50
10337,3870.0,13.517762,95.65217391304348,23
10338,2625.0,16.236702,100.0,15
10339,700.0,1.435761,100.0,4
10340,1050.0,14.9164,100.0,6
10341,350.0,5.0283556,100.0,2
10342,700.0,14.449285,100.0,4
10343,2180.0,11.131627,75.0,16
10344,1925.0,21.264418,100.0,11
10345,175.0,-6.13169,100.0,1
10346,370.0,12.258571,66.66666666666666,3
10347,1420.0,9.712757,88.88888888888889,9
10348,2295.0,18.365631,92.85714285714286,14
10349,3675.0,19.108063,100.0,21
10350,2275.0,13.398996,100.0,13
10351,1050.0,11.727772,100.0,6
10352,875.0,10.743839,100.0,5
10353,3150.0,11.041149,100.0,18
10354,2450.0,21.303148,100.0,14
10355,4340.0,26.649357,77.41935483870968,31
10356,525.0,15.878203,100.0,3
10357,2275.0,15.7052355,100.0,13
10358,4200.0,23.773924,100.0,24
10359,350.0,2.000001,100.0,2
10360,1400.0,23.374144,100.0,8
10361,2100.0,14.431436,100.0,12
10362,6225.0,21.450468,87.5,40
10363,1225.0,16.334888,100.0,7
10364,4900.0,18.86297,100.0,28
10365,2275.0,21.385338,100.0,13
10366,1770.0,17.194252,90.9090909090909,11
10367,2470.0,16.503214,93.33333333333333,15
10368,875.0,9.232953,100.0,5
10369,2820.0,21.818958,94.11764705882352,17
10370,2100.0,21.92484,100.0,12
10371,3850.0,21.97101,100.0,22
10372,875.0,8.402375,100.0,5
10373,5855.0,23.468126,89.1891891891892,37
10374,1400.0,21.215233,100.0,8
10375,6475.0,21.009708,100.0,37
10376,3485.0,14.879448,70.37037037037037,27
10377,175.0,-25.999998,100.0,1
10378,2450.0,21.399115,100.0,14
10379,8595.0,22.07129,98.0,50
10380,20.0,-25.999998,0.0,1
10381,370.0,15.5271225,66.66666666666666,3
10382,350.0,10.551715,100.0,2
10383,4550.0,24.266113,100.0,26
10384,350.0,2.000001,100.0,2
10385,2490.0,14.03912,87.5,16
10386,2275.0,20.776028,100.0,13
10387,350.0,-11.886296,100.0,2
10388,700.0,7.3246274,100.0,4
10389,1090.0,18.080275,75.0,8
10390,525.0,5.362908,100.0,3
10391,350.0,-3.860424,100.0,2
10392,525.0,7.660469,100.0,3
10393,5915.0,20.622599,82.5,40
10394,5425.0,20.160215,100.0,31
10395,895.0,10.844494,83.33333333333334,6
10396,2625.0,20.303139,100.0,15
10397,1575.0,18.797102,100.0,9
10398,2100.0,17.76284,100.0,12
10399,955.0,21.67477,55.55555555555556,9
10400,3345.0,21.059696,95.0,20
10401,700.0,15.5712,100.0,4
10402,1750.0,22.343904,100.0,10
10403,1050.0,19.230625,100.0,6
10404,1750.0,18.75777,100.0,10
10405,350.0,8.77609,100.0,2
10406,525.0,9.179811,100.0,3
10407,525.0,-1.4343275,100.0,3
10408,4920.0,17.880838,96.55172413793103,29
10409,1225.0,10.6537,100.0,7
10410,875.0,18.8,100.0,5
10411,1225.0,11.205261,100.0,7
10412,1245.0,9.31834,87.5,8
10413,3870.0,13.838436,95.65217391304348,23
10414,1400.0,20.319721,100.0,8
10415,740.0,11.059795,66.66666666666666,6
10416,350.0,-1.8152409,100.0,2
10417,1575.0,7.036655,100.0,9
10418,3150.0,20.287477,100.0,18
10419,875.0,13.653316,100.0,5
10420,2685.0,20.102676,83.33333333333334,18
10421,2550.0,12.294056,73.68421052631578,19
10422,2820.0,16.353899,94.11764705882352,17
10423,1925.0,18.754932,100.0,11
10424,1245.0,20.837448,87.5,8
10425,350.0,4.190995,100.0,2
10426,3675.0,18.407875,100.0,21
10427,1400.0,18.079239,100.0,8
10428,1595.0,14.731277,90.0,10
10429,175.0,-22.751657,100.0,1
10430,1945.0,18.55055,91.66666666666666,12
10431,175.0,-21.802877,100.0,1
10432,350.0,-11.796581,100.0,2
10433,3500.0,21.652239,100.0,20
10434,5000.0,15.574016,84.84848484848484,33
10435,875.0,5.364289,100.0,5
10436,4375.0,23.106714,100.0,25
10437,7080.0,21.874315,90.9090909090909,44
10438,195.0,-7.4086027,50.0,2
10439,525.0,11.333333,100.0,3
10440,1050.0,18.129751,100.0,6
10441,370.0,9.518728,66.66666666666666,3
10442,175.0,-24.425468,100.0,1
10443,175.0,-25.653479,100.0,1
10444,1265.0,17.41791,77.77777777777779,9
10445,1070.0,11.683058,85.71428571428571,7
10446,700.0,4.810948,100.0,4
10447,1050.0,12.412404,100.0,6
10448,3950.0,18.706062,81.48148148148148,27
10449,1225.0,19.359228,100.0,7
10450,5290.0,22.018345,93.75,32
10451,7020.0,18.700571,97.5609756097561,41
10452,3675.0,20.465916,100.0,21
10453,175.0,-25.999998,100.0,1
10454,4610.0,23.570715,89.65517241379311,29
10455,5175.0,19.791037,85.29411764705883,34
10456,2470.0,24.046509,93.33333333333333,15
10457,2100.0,14.286247,100.0,12
10458,2275.0,21.38445,100.0,13
10459,525.0,3.1447833,100.0,3
10460,175.0,-25.999998,100.0,1
10461,195.0,11.45908,50.0,2
10462,3560.0,21.160063,86.95652173913044,23
10463,2470.0,21.21563,93.33333333333333,15
10464,915.0,15.084854,71.42857142857143,7
10465,175.0,-5.342112,100.0,1
10466,2100.0,17.461803,100.0,12
10467,2625.0,25.723135,100.0,15
10468,175.0,-25.999998,100.0,1
10469,1770.0,12.255972,90.9090909090909,11
10470,1400.0,13.022978,100.0,8
10471,700.0,4.5290713,100.0,4
10472,350.0,5.0687923,100.0,2
10473,2100.0,19.259695,100.0,12
10474,1400.0,11.099245,100.0,8
10475,2625.0,23.376911,100.0,15
10476,2470.0,17.690517,93.33333333333333,15
10477,7175.0,21.205479,80.0,50
10478,3170.0,19.883028,94.73684210526315,19
10479,5000.0,18.264402,84.84848484848484,33
10480,1050.0,12.503952,100.0,6
10481,350.0,10.806568,100.0,2
10482,1245.0,22.909258,87.5,8
10483,1750.0,18.935806,100.0,10
10484,2625.0,20.413073,100.0,15
10485,1770.0,23.979591,90.9090909090909,11
10486,525.0,1.5619749,100.0,3
10487,4725.0,23.2629,100.0,27
10488,350.0,4.4849644,100.0,2
10489,1050.0,12.621165,100.0,6
10490,350.0,6.078272,100.0,2
10491,4475.0,17.776722,83.33333333333334,30
10492,1500.0,13.607471,61.53846153846154,13
10493,1575.0,21.864315,100.0,9
10494,1790.0,17.914396,83.33333333333334,12
10495,2840.0,16.653982,88.88888888888889,18
10496,720.0,6.2299595,80.0,5
10497,4025.0,20.926355,100.0,23
10498,2100.0,13.762726,100.0,12
10499,5135.0,19.840105,90.625,32
10500,700.0,20.785526,100.0,4
10501,350.0,12.231229,100.0,2
10502,175.0,-9.977922,100.0,1
10503,8090.0,22.039518,95.83333333333334,48
10504,195.0,3.1797042,50.0,2
10505,525.0,11.097645,100.0,3
10506,350.0,0.80406904,100.0,2
10507,350.0,2.000001,100.0,2
10508,3870.0,19.360685,95.65217391304348,23
10509,700.0,7.220746,100.0,4
10510,350.0,6.4696016,100.0,2
10511,1225.0,17.11536,100.0,7
10512,350.0,2.000001,100.0,2
10513,1575.0,22.299562,100.0,9
10514,370.0,7.0384765,66.66666666666666,3
10515,175.0,-12.977439,100.0,1
10516,3170.0,19.556816,94.73684210526315,19
10517,2295.0,9.790983,92.85714285714286,14
10518,1050.0,17.43035,100.0,6
10519,175.0,-11.182414,100.0,1
10520,1400.0,13.469252,100.0,8
10521,700.0,8.959151,100.0,4
10522,2625.0,22.867764,100.0,15
10523,5485.0,20.320848,91.17647058823529,34
10524,2800.0,19.55775,100.0,16
10525,3500.0,19.791157,100.0,20
10526,1615.0,20.597378,81.81818181818183,11
10527,2120.0,15.565704,92.3076923076923,13
10528,1790.0,18.220612,83.33333333333334,12
10529,525.0,-12.014796,100.0,3
10530,350.0,5.091318,100.0,2
10531,545.0,9.196129,75.0,4
10532,1460.0,15.252584,72.72727272727273,11
10533,7350.0,17.050009,100.0,42
10534,175.0,-25.999998,100.0,1
10535,720.0,8.703903,80.0,5
10536,1225.0,11.74425,100.0,7
10537,2800.0,22.372334,100.0,16
10538,1050.0,16.191483,100.0,6
10539,1750.0,9.883684,100.0,10
10540,915.0,20.935995,71.42857142857143,7
10541,1050.0,23.359924,100.0,6
10542,875.0,11.3476925,100.0,5
10543,1225.0,1.9623547,100.0,7
10544,6185.0,21.556852,92.10526315789474,38
10545,350.0,0.10369778,100.0,2
10546,525.0,8.397378,100.0,3
10547,875.0,16.479647,100.0,5
10548,370.0,8.379821,66.66666666666666,3
10549,1265.0,12.8485775,77.77777777777779,9
10550,1225.0,12.169096,100.0,7
10551,2355.0,22.236998,76.47058823529412,17
10552,1575.0,16.420074,100.0,9
10553,3675.0,19.98978,100.0,21
10554,875.0,21.922405,100.0,5
10555,525.0,16.469364,100.0,3
10556,4725.0,17.229023,100.0,27
10557,3035.0,13.977023,85.0,20
10558,1050.0,13.577319,100.0,6
10559,2840.0,19.364885,88.88888888888889,18
10560,1225.0,15.970752,100.0,7
10561,700.0,5.9846787,100.0,4
10562,3850.0,14.417974,100.0,22
10563,1440.0,22.362873,80.0,10
10564,2625.0,21.381828,100.0,15
10565,7160.0,16.417727,83.33333333333334,48
10566,175.0,-8.941621,100.0,1
10567,875.0,16.173481,100.0,5
10568,2450.0,17.051111,100.0,14
10569,2625.0,24.654072,100.0,15
10570,40.0,1.1616154,0.0,2
10571,2800.0,16.86175,100.0,16
10572,20.0,-20.885641,0.0,1
10573,2860.0,18.478256,84.21052631578947,19
10574,175.0,-20.949127,100.0,1
10575,1050.0,20.666666,100.0,6
10576,175.0,-25.999998,100.0,1
10577,2295.0,21.74316,92.85714285714286,14
10578,1925.0,10.688992,100.0,11
10579,875.0,10.299506,100.0,5
10580,1750.0,21.084293,100.0,10
10581,1925.0,12.844788,100.0,11
10582,2705.0,19.477085,78.94736842105263,19
10583,350.0,9.814044,100.0,2
10584,3500.0,15.824249,100.0,20
10585,350.0,4.6019907,100.0,2
10586,1750.0,17.7834,100.0,10
10587,3270.0,20.326553,75.0,24
10588,175.0,-17.43014,100.0,1
10589,3850.0,14.990662,100.0,22
10590,1575.0,16.809792,100.0,9
10591,2100.0,20.587275,100.0,12
10592,1225.0,18.16779,100.0,7
10593,1225.0,20.685703,100.0,7
10594,1575.0,15.758735,100.0,9
10595,3675.0,16.205479,100.0,21
10596,2450.0,15.987579,100.0,14
10597,6905.0,26.168423,90.69767441860465,43
10598,875.0,18.697231,100.0,5
10599,350.0,5.302225,100.0,2
10600,7510.0,16.8523,84.0,50
10601,4845.0,23.406408,81.81818181818183,33
10602,1945.0,20.678621,91.66666666666666,12
10603,2120.0,16.645067,92.3076923076923,13
10604,3150.0,21.853762,100.0,18
10605,1245.0,13.344639,87.5,8
10606,2510.0,22.619038,82.35294117647058,17
10607,5425.0,19.415363,100.0,31
10608,5775.0,19.314953,100.0,33
10609,700.0,20.69661,100.0,4
10610,525.0,16.91239,100.0,3
10611,2800.0,14.489117,100.0,16
10612,1925.0,17.97672,100.0,11
10613,175.0,-25.999998,100.0,1
10614,545.0,12.026529,75.0,4
10615,175.0,-9.710126,100.0,1
10616,5445.0,20.142445,96.875,32
10617,1400.0,20.945341,100.0,8
10618,525.0,4.9172115,100.0,3
10619,2100.0,12.207367,100.0,12
10620,2975.0,19.09218,100.0,17
10621,1090.0,19.951054,75.0,8
10622,370.0,6.476462,66.66666666666666,3
10623,2450.0,21.267933,100.0,14
10624,2820.0,23.275202,94.11764705882352,17
10625,3600.0,17.758194,80.0,25
10626,4785.0,15.244185,90.0,30
10627,370.0,10.713321,66.66666666666666,3
10628,2100.0,15.867446,100.0,12
10629,5545.0,24.594326,83.78378378378379,37
10630,175.0,-25.999998,100.0,1
10631,6635.0,17.900614,82.22222222222221,45
10632,4045.0,25.595316,95.83333333333334,24
10633,525.0,3.3092892,100.0,3
10634,545.0,13.405672,75.0,4
10635,1420.0,11.201143,88.88888888888889,9
10636,175.0,-5.201184,100.0,1
10637,1050.0,9.878159,100.0,6
10638,350.0,-0.62738776,100.0,2
10639,1440.0,19.166897,80.0,10
10640,875.0,18.698528,100.0,5
10641,700.0,12.034813,100.0,4
10642,1750.0,23.276745,100.0,10
10643,175.0,-25.999998,100.0,1
10644,4200.0,22.557608,100.0,24
10645,2625.0,24.247576,100.0,15
10646,700.0,18.0899,100.0,4
10647,895.0,6.350435,83.33333333333334,6
10648,2975.0,12.024153,100.0,17
10649,175.0,-25.999998,100.0,1
10650,875.0,13.639203,100.0,5
10651,195.0,2.000001,50.0,2
10652,545.0,15.627582,75.0,4
10653,1225.0,21.588612,100.0,7
10654,1400.0,15.927331,100.0,8
10655,2975.0,20.793251,100.0,17
10656,525.0,9.408163,100.0,3
10657,1575.0,20.976631,100.0,9
10658,4745.0,24.894335,96.42857142857143,28
10659,4475.0,20.465244,83.33333333333334,30
10660,4550.0,15.354592,100.0,26
10661,175.0,-25.999998,100.0,1
10662,1225.0,17.47995,100.0,7
10663,700.0,18.733007,100.0,4
10664,1575.0,16.259315,100.0,9
10665,1400.0,14.735736,100.0,8
10666,2625.0,18.922565,100.0,15
10667,700.0,11.796762,100.0,4
10668,7510.0,16.368128,84.0,50
10669,700.0,17.64887,100.0,4
10670,350.0,-3.188758,100.0,2
10671,350.0,0.62569714,100.0,2
10672,700.0,8.387498,100.0,4
10673,5310.0,17.42025,90.9090909090909,33
10674,7390.0,25.055574,95.45454545454545,44
10675,1050.0,16.976171,100.0,6
10676,1090.0,19.432251,75.0,8
10677,1050.0,11.162845,100.0,6
10678,1750.0,17.874842,100.0,10
10679,2550.0,22.052843,73.68421052631578,19
10680,195.0,9.6765995,50.0,2
10681,6845.0,19.12019,97.5,40
10682,350.0,1.8788967,100.0,2
10683,1420.0,14.07304,88.88888888888889,9
10684,7760.0,22.674059,93.61702127659575,47
10685,3950.0,19.626814,81.48148148148148,27
10686,2275.0,23.528126,100.0,13
10687,175.0,-15.745299,100.0,1
10688,5485.0,14.2804165,91.17647058823529,34
10689,175.0,-9.745628,100.0,1
10690,2820.0,20.330044,94.11764705882352,17
10691,3150.0,20.588188,100.0,18
10692,2120.0,16.884941,92.3076923076923,13
10693,6770.0,20.520905,86.36363636363636,44
10694,2470.0,17.17306,93.33333333333333,15
10695,2665.0,21.022047,88.23529411764706,17
10696,1925.0,23.272814,100.0,11
10697,5835.0,18.028456,91.66666666666666,36
10698,350.0,0.541193,100.0,2
10699,3015.0,15.572055,89.47368421052632,19
10700,4025.0,23.263231,100.0,23
10701,175.0,-25.999998,100.0,1
10702,2100.0,21.951166,100.0,12
10703,3325.0,18.216473,100.0,19
10704,175.0,-6.5841827,100.0,1
10705,2295.0,23.4796,92.85714285714286,14
10706,2705.0,21.376362,78.94736842105263,19
10707,545.0,5.6524763,75.0,4
10708,350.0,-5.034438,100.0,2
10709,1575.0,19.427147,100.0,9
10710,5135.0,21.925072,90.625,32
10711,1265.0,14.739977,77.77777777777779,9
10712,1245.0,21.51308,87.5,8
10713,895.0,19.356318,83.33333333333334,6
10714,525.0,11.333333,100.0,3
10715,1925.0,22.747316,100.0,11
10716,2470.0,20.7873,93.33333333333333,15
10717,2100.0,14.593995,100.0,12
10718,7215.0,21.393408,95.34883720930233,43
10719,2295.0,20.416563,92.85714285714286,14
10720,1575.0,2.5134554,100.0,9
10721,2450.0,4.287345,100.0,14
10722,700.0,12.763044,100.0,4
10723,1245.0,5.3685684,87.5,8
10724,700.0,8.903427,100.0,4
10725,1245.0,9.291248,87.5,8
10726,350.0,-2.8486214,100.0,2
10727,1985.0,16.717726,78.57142857142857,14
10728,1750.0,21.137577,100.0,10
10729,700.0,20.820732,100.0,4
10730,370.0,11.333333,66.66666666666666,3
10731,2450.0,20.11876,100.0,14
10732,5895.0,23.57469,84.61538461538461,39
10733,350.0,-2.7934008,100.0,2
10734,720.0,11.025503,80.0,5
10735,370.0,11.028197,66.66666666666666,3
10736,6650.0,24.646797,100.0,38
10737,1460.0,14.376465,72.72727272727273,11
10738,875.0,11.313585,100.0,5
10739,2275.0,18.244534,100.0,13
10740,1615.0,22.936705,81.81818181818183,11
10741,1225.0,17.79336,100.0,7
10742,4765.0,20.583504,93.10344827586206,29
10743,875.0,4.259427,100.0,5
10744,2510.0,17.44876,82.35294117647058,17
10745,350.0,6.4399805,100.0,2
10746,4200.0,25.456726,100.0,24
10747,175.0,-6.35794,100.0,1
10748,875.0,19.532326,100.0,5
10749,545.0,11.818872,75.0,4
10750,3325.0,22.227705,100.0,19
10751,1070.0,18.225216,85.71428571428571,7
10752,875.0,19.174795,100.0,5
10753,5000.0,15.615406,84.84848484848484,33
10754,2100.0,17.758263,100.0,12
10755,2100.0,14.814774,100.0,12
10756,350.0,3.9410286,100.0,2
10757,1750.0,16.570076,100.0,10
10758,1420.0,23.777779,88.88888888888889,9
10759,350.0,11.121533,100.0,2
10760,525.0,11.317571,100.0,3
10761,3345.0,21.625046,95.0,20
10762,720.0,7.446585,80.0,5
10763,700.0,2.8158898,100.0,4
10764,1595.0,16.909048,90.0,10
10765,525.0,13.021382,100.0,3
10766,1265.0,14.54621,77.77777777777779,9
10767,1420.0,23.5773,88.88888888888889,9
10768,525.0,14.224297,100.0,3
10769,525.0,11.333333,100.0,3
10770,3870.0,22.366707,95.65217391304348,23
10771,1695.0,16.497704,60.0,15
10772,1575.0,13.856197,100.0,9
10773,1420.0,21.570478,88.88888888888889,9
10774,895.0,7.859881,83.33333333333334,6
10775,3675.0,18.898952,100.0,21
10776,1945.0,26.046324,91.66666666666666,12
10777,175.0,-25.999998,100.0,1
10778,175.0,-6.408464,100.0,1
10779,1575.0,19.576822,100.0,9
10780,175.0,-7.058476,100.0,1
10781,2800.0,24.052528,100.0,16
10782,1050.0,13.777053,100.0,6
10783,1225.0,17.117697,100.0,7
10784,4570.0,22.34357,96.29629629629629,27
10785,370.0,1.0072823,66.66666666666666,3
10786,1750.0,17.861004,100.0,10
10787,740.0,14.601188,66.66666666666666,6
10788,175.0,-6.1634808,100.0,1
10789,525.0,11.155144,100.0,3
10790,350.0,2.000001,100.0,2
10791,175.0,-25.999998,100.0,1
10792,1635.0,14.848668,75.0,12
10793,7045.0,23.410044,78.0,50
10794,1575.0,15.530068,100.0,9
10795,2625.0,15.063461,100.0,15
10796,525.0,9.555447,100.0,3
10797,1770.0,14.784042,90.9090909090909,11
10798,350.0,2.000001,100.0,2
10799,1050.0,12.902806,100.0,6
10800,350.0,2.000001,100.0,2
10801,4375.0,22.152153,100.0,25
10802,1400.0,12.654172,100.0,8
10803,1615.0,15.315673,81.81818181818183,11
10804,175.0,-22.004105,100.0,1
10805,1925.0,23.597467,100.0,11
10806,2705.0,14.767508,78.94736842105263,19
10807,3150.0,24.837166,100.0,18
10808,2100.0,11.221069,100.0,12
10809,720.0,9.9552355,80.0,5
10810,4395.0,12.87042,96.15384615384616,26
10811,525.0,-4.077102,100.0,3
10812,875.0,13.125409,100.0,5
10813,175.0,-25.999998,100.0,1
10814,1225.0,16.023352,100.0,7
10815,875.0,16.070683,100.0,5
10816,1790.0,9.236814,83.33333333333334,12
10817,4630.0,22.432224,86.66666666666667,30
10818,875.0,8.821149,100.0,5
10819,1245.0,12.95676,87.5,8
10820,3520.0,14.995001,95.23809523809523,21
10821,1810.0,18.773611,76.92307692307693,13
10822,1400.0,12.358477,100.0,8
10823,175.0,-9.385295,100.0,1
10824,2140.0,18.238922,85.71428571428571,14
10825,175.0,-8.919213,100.0,1
10826,350.0,3.8197002,100.0,2
10827,3325.0,22.679256,100.0,19
10828,1400.0,17.37006,100.0,8
10829,1050.0,20.16868,100.0,6
10830,7200.0,19.797874,80.0,50
10831,1050.0,20.700512,100.0,6
10832,175.0,-25.999998,100.0,1
10833,525.0,12.647308,100.0,3
10834,525.0,15.463688,100.0,3
10835,4920.0,15.035164,96.55172413793103,29
10836,1050.0,4.269027,100.0,6
10837,7060.0,22.475077,93.02325581395348,43
10838,1070.0,18.898737,85.71428571428571,7
10839,2840.0,19.770063,88.88888888888889,18
10840,3500.0,24.897572,100.0,20
10841,350.0,4.6317816,100.0,2
10842,2470.0,23.875622,93.33333333333333,15
10843,2860.0,19.900558,84.21052631578947,19
10844,3250.0,14.968849,78.26086956521739,23
10845,6650.0,23.134161,100.0,38
10846,2470.0,22.030338,93.33333333333333,15
10847,1790.0,24.458971,83.33333333333334,12
10848,3520.0,20.202,95.23809523809523,21
10849,2140.0,16.89476,85.71428571428571,14
10850,2800.0,21.7617,100.0,16
10851,1400.0,17.161812,100.0,8
10852,1925.0,19.311373,100.0,11
10853,1985.0,20.583704,78.57142857142857,14
10854,740.0,11.096826,66.66666666666666,6
10855,175.0,-18.7697,100.0,1
10856,175.0,-7.0306344,100.0,1
10857,2100.0,17.421713,100.0,12
10858,1750.0,14.530353,100.0,10
10859,5605.0,22.078266,77.5,40
10860,1750.0,7.654994,100.0,10
10861,700.0,3.9035058,100.0,4
10862,1575.0,16.274292,100.0,9
10863,1770.0,17.035685,90.9090909090909,11
10864,525.0,13.098499,100.0,3
10865,350.0,4.23584,100.0,2
10866,175.0,-14.100469,100.0,1
10867,525.0,13.330834,100.0,3
10868,720.0,17.576626,80.0,5
10869,1575.0,13.07595,100.0,9
10870,2140.0,16.452864,85.71428571428571,14
10871,5175.0,17.070778,85.29411764705883,34
10872,175.0,-25.999998,100.0,1
10873,6770.0,22.673405,86.36363636363636,44
10874,3325.0,21.051182,100.0,19
10875,7350.0,22.70695,100.0,42
10876,3500.0,23.068228,100.0,20
10877,545.0,5.205912,75.0,4
10878,1750.0,17.364927,100.0,10
10879,1245.0,20.279922,87.5,8
10880,350.0,10.834532,100.0,2
10881,8420.0,21.945215,97.95918367346938,49
10882,1750.0,4.8658667,100.0,10
10883,895.0,14.366093,83.33333333333334,6
10884,1225.0,17.798046,100.0,7
10885,1925.0,19.293993,100.0,11
10886,1400.0,23.420721,100.0,8
10887,2120.0,21.548279,92.3076923076923,13
10888,525.0,7.8868976,100.0,3
10889,700.0,6.3966193,100.0,4
10890,2140.0,19.735043,85.71428571428571,14
10891,4725.0,17.729868,100.0,27
10892,8130.0,17.830894,92.0,50
10893,1945.0,20.662764,91.66666666666666,12
10894,175.0,-8.621065,100.0,1
10895,1440.0,24.85546,80.0,10
10896,875.0,12.720062,100.0,5
10897,1750.0,17.987976,100.0,10
10898,350.0,3.22017,100.0,2
10899,3695.0,18.18801,95.45454545454545,22
10900,1575.0,21.508934,100.0,9
10901,2800.0,24.662346,100.0,16
10902,1225.0,15.722493,100.0,7
10903,8090.0,21.956373,95.83333333333334,48
10904,1985.0,18.656717,78.57142857142857,14
10905,1750.0,21.373833,100.0,10
10906,1050.0,13.959743,100.0,6
10907,1225.0,1.6980196,100.0,7
10908,1225.0,14.275137,100.0,7
10909,1050.0,10.052794,100.0,6
10910,2355.0,19.707098,76.47058823529412,17
10911,3345.0,22.28662,95.0,20
10912,1110.0,9.306292,66.66666666666666,9
10913,3190.0,18.90511,90.0,20
10914,3405.0,18.919596,82.6086956521739,23
10915,1925.0,23.486286,100.0,11
10916,3190.0,16.79679,90.0,20
10917,195.0,2.000001,50.0,2
